reading,filename,is_anomaly,anomaly_score,bearing1_ch1_mean,bearing1_ch1_std,bearing1_ch1_max,bearing1_ch1_min,bearing1_ch1_rms,bearing1_ch1_peak_to_peak,bearing1_ch1_crest_factor,bearing1_ch1_kurtosis,bearing1_ch1_skewness,bearing1_ch1_shape_factor,bearing1_ch1_impulse_factor,bearing1_ch2_mean,bearing1_ch2_std,bearing1_ch2_max,bearing1_ch2_min,bearing1_ch2_rms,bearing1_ch2_peak_to_peak,bearing1_ch2_crest_factor,bearing1_ch2_kurtosis,bearing1_ch2_skewness,bearing1_ch2_shape_factor,bearing1_ch2_impulse_factor,bearing2_ch1_mean,bearing2_ch1_std,bearing2_ch1_max,bearing2_ch1_min,bearing2_ch1_rms,bearing2_ch1_peak_to_peak,bearing2_ch1_crest_factor,bearing2_ch1_kurtosis,bearing2_ch1_skewness,bearing2_ch1_shape_factor,bearing2_ch1_impulse_factor,bearing2_ch2_mean,bearing2_ch2_std,bearing2_ch2_max,bearing2_ch2_min,bearing2_ch2_rms,bearing2_ch2_peak_to_peak,bearing2_ch2_crest_factor,bearing2_ch2_kurtosis,bearing2_ch2_skewness,bearing2_ch2_shape_factor,bearing2_ch2_impulse_factor,bearing3_ch1_mean,bearing3_ch1_std,bearing3_ch1_max,bearing3_ch1_min,bearing3_ch1_rms,bearing3_ch1_peak_to_peak,bearing3_ch1_crest_factor,bearing3_ch1_kurtosis,bearing3_ch1_skewness,bearing3_ch1_shape_factor,bearing3_ch1_impulse_factor,bearing3_ch2_mean,bearing3_ch2_std,bearing3_ch2_max,bearing3_ch2_min,bearing3_ch2_rms,bearing3_ch2_peak_to_peak,bearing3_ch2_crest_factor,bearing3_ch2_kurtosis,bearing3_ch2_skewness,bearing3_ch2_shape_factor,bearing3_ch2_impulse_factor,bearing4_ch1_mean,bearing4_ch1_std,bearing4_ch1_max,bearing4_ch1_min,bearing4_ch1_rms,bearing4_ch1_peak_to_peak,bearing4_ch1_crest_factor,bearing4_ch1_kurtosis,bearing4_ch1_skewness,bearing4_ch1_shape_factor,bearing4_ch1_impulse_factor,bearing4_ch2_mean,bearing4_ch2_std,bearing4_ch2_max,bearing4_ch2_min,bearing4_ch2_rms,bearing4_ch2_peak_to_peak,bearing4_ch2_crest_factor,bearing4_ch2_kurtosis,bearing4_ch2_skewness,bearing4_ch2_shape_factor,bearing4_ch2_impulse_factor
330,2003.10.31.17.31.44,False,0.11054187047351555,-0.1175783203125,0.09291391880302381,0.371,-0.657,0.14985879258436507,1.028,2.4756638806571223,1.0068859704480575,-0.10429826666619492,1.1858702381887758,2.9358161158302107,-0.11584653320312502,0.08444735516074724,0.449,-0.527,0.14335890292837808,0.976,3.1319994142555614,1.0518966693033063,0.10825624279254496,1.1657773079957985,3.651213845795266,-0.1163822265625,0.09476571901542861,0.288,-0.591,0.15008452338651126,0.879,1.918918709947969,0.2584626900297011,-0.08330694390863715,1.1918573736655382,2.2870774139162493,-0.11720776367187499,0.0808157351940807,0.225,-0.508,0.14236868658494353,0.733,1.5804037067220884,0.45397041535789295,-0.08069253540475915,1.1631154886665342,1.8381920296344638,-0.11441875000000001,0.11315112414170374,0.369,-0.73,0.16091869762738495,1.099,2.293083435552265,0.5359737198514996,-0.012984519872875754,1.211050557497023,2.7770399730127595,-0.11398056640625001,0.11778293483999681,0.508,-0.735,0.16390359745232103,1.2429999999999999,3.0993828561192833,0.5527227513785009,-0.03101628716825033,1.22189667723159,3.787125613360707,-0.1139994140625,0.07875800058347518,0.374,-0.686,0.1385593340865205,1.06,2.699204658175273,2.2407439891900447,-0.05764907752218508,1.154831221921499,3.117125813616752,-0.11304780273437501,0.0839641072058946,0.51,-0.608,0.14081824101285007,1.1179999999999999,3.621689891393126,2.5138965664530755,0.1025688956887651,1.1644360400449025,4.217226235404465
331,2003.10.31.17.41.44,False,0.10726265653334355,-0.118674560546875,0.09438826116113022,0.437,-0.649,0.15163375338629465,1.086,2.8819440938504,1.0848311561235215,-0.04174897838783577,1.1845867316731153,3.413912734998884,-0.118734765625,0.08476592864198927,0.557,-0.62,0.14588765275568216,1.177,3.818006455507288,1.6321400444429512,0.12815694009035067,1.1624903132016102,4.438395520268437,-0.11736850585937501,0.09427630442735058,0.347,-0.605,0.15054364066323303,0.952,2.304979462906978,0.15996546469708628,-0.07248765554044162,1.1912072246628362,2.7457081889142563,-0.11792236328125001,0.07948644015083581,0.264,-0.591,0.14221032989796312,0.855,1.8564052287159576,0.37125434064621254,-0.021607448665120474,1.1574791497670647,2.14875034575728,-0.11571494140625001,0.11127028998346496,0.405,-0.645,0.16053356377298877,1.05,2.522836910122498,0.3247939296119049,-0.01767341991832189,1.2106666016373377,3.0543143884632467,-0.11508623046875,0.11579165222269915,0.469,-0.635,0.16325607850236007,1.104,2.872787367566348,0.3583414275112289,0.02609648703486198,1.2147841709739298,3.4898166206934635,-0.1152318359375,0.07845633278736544,0.405,-0.583,0.1394050650728615,0.988,2.9052029048465537,1.6939652140643346,-0.06061025671366388,1.1533897889377815,3.3508313652423967,-0.11443330078125,0.08413796127656481,0.457,-0.557,0.14203582947787768,1.014,3.217498019196477,2.109628787636976,0.13328674411205374,1.161532731225701,3.7372292619505676
332,2003.10.31.17.51.44,False,0.10445944066681173,-0.11729589843750002,0.09264218507695852,0.466,-0.615,0.1494687333394304,1.081,3.1177088986347057,1.1317386896637753,-0.026769774960156683,1.1832856167385015,3.689140096932082,-0.11654775390625001,0.08350306041379973,0.532,-0.542,0.14337412611438125,1.074,3.710571875259977,1.1825732132917084,0.08001369602954342,1.1641247415371876,4.319568525242178,-0.11680190429687501,0.0945945184262573,0.332,-0.64,0.15030238775106627,0.972,2.208880410801356,0.2692706740893893,-0.04456392356008002,1.1886498012831195,2.625585261357208,-0.11615942382812498,0.08017242602410071,0.269,-0.544,0.14114046067188485,0.8130000000000001,1.9059028057543017,0.5692866804378194,-0.05878040048765822,1.161655951038277,2.214003336405034,-0.11409335937500001,0.11212451694278151,0.474,-0.649,0.15996625254448202,1.123,2.963124987054343,0.4478783780133986,0.016830624684791295,1.2112526110244697,3.5890928773614204,-0.114363623046875,0.1169517906777528,0.447,-0.845,0.16357493579133883,1.292,2.7326924986246475,0.5849687980332168,-0.05150465657468972,1.2174040353701998,3.32679087525152,-0.11390190429687501,0.07823563788604368,0.312,-0.593,0.13818270093571997,0.905,2.2578803127110434,1.537698700606235,-0.04304774606881604,1.1528345513524079,2.60296243731167,-0.11383979492187501,0.08398926624336331,0.63,-0.544,0.1414697697458829,1.174,4.453248217846445,2.7448440536913514,0.17757812249908478,1.1619390714659412,5.174403099251856
333,2003.10.31.18.01.44,False,0.07219763961282039,-0.117736962890625,0.09418840152269793,0.415,-0.662,0.15077615001089986,1.077,2.7524247035754588,1.0923739851275478,-0.01856341412575137,1.1848063218243983,3.2610901891418496,-0.117604443359375,0.08356432794012456,0.591,-0.608,0.14426989291585796,1.1989999999999998,4.096488796485674,1.2775251174113258,0.10048941234934625,1.159960304176226,4.7517643904260245,-0.11646689453125,0.09473357211294177,0.281,-0.874,0.15012990110911031,1.155,1.8717124165410386,0.382455049178851,-0.08360831833884365,1.192643187185594,2.2322850619583545,-0.11677597656250001,0.08162003902554017,0.327,-0.576,0.14247266219403723,0.903,2.295177158651322,0.4167512484296476,-0.025521765925046944,1.1636655326090994,2.6708185507542304,-0.11400708007812499,0.11307308373050423,0.403,-0.583,0.16057128190391215,0.986,2.509788769333985,0.3195008309388423,-0.02251224451691226,1.2149377137564947,3.049237029426358,-0.114144677734375,0.11686800161196842,0.588,-0.681,0.16336198228431048,1.2690000000000001,3.5993686644709153,0.5856728606148494,0.0021106527773464613,1.216629992048059,4.379099869633282,-0.11437241210937502,0.07827641096970987,0.332,-0.527,0.13859381359215,0.859,2.395489317993661,1.236897640608725,-0.02491965683407005,1.1548897058732088,2.7665259538801132,-0.113373388671875,0.08441514776801963,0.51,-0.552,0.1413486555706867,1.062,3.608099404560345,2.129955153841374,0.14048630752181476,1.1647241187229904,4.202440399241494
334,2003.10.31.18.11.44,False,0.0719923352877801,-0.11830874023437501,0.0924010922944207,0.432,-0.754,0.15011635444896362,1.186,2.877767726146526,1.0287676990490304,-0.0005297161058893137,1.1793139193167332,3.3937915360050637,-0.11841655273437499,0.08313729625590047,0.549,-0.527,0.14468686875537246,1.076,3.7944010035092752,1.2254887789097761,0.11516418520486638,1.1611739664656369,4.405959663606058,-0.11877729492187501,0.09329364638164034,0.264,-0.674,0.15103559264008146,0.9380000000000001,1.7479323607456771,0.310654701849177,-0.07258762490631496,1.1864234978330415,2.073788025411452,-0.118768115234375,0.08079043159234481,0.234,-0.544,0.14364177328758904,0.778,1.6290525704629277,0.3089614162255221,-0.05626139402058259,1.1607264886977968,1.8908844700175544,-0.115976611328125,0.10920103884400849,0.342,-0.657,0.15929670825150663,0.9990000000000001,2.146937019313865,0.4229612460262122,0.008985630615410476,1.2023815409292065,2.5814374415605625,-0.115098583984375,0.11527725620770192,0.444,-0.818,0.162900367814147,1.262,2.7255923725510525,0.7415640384301221,-0.02491107723437512,1.2158547056097373,3.3139243117402053,-0.115780859375,0.0797676161286974,0.476,-0.61,0.1405990041944421,1.0859999999999999,3.385514731965764,1.8689935983410653,-0.1059209685042735,1.1576084236014765,3.9191003719504636,-0.11562900390625001,0.08305310071080833,0.381,-0.583,0.1423653190985475,0.964,2.676213577944962,1.96031707739494,0.06347107562735979,1.1608064754915732,3.106566051076984
335,2003.10.31.18.21.44,False,0.10487630732507147,-0.11733369140625001,0.09263611067833048,0.469,-0.627,0.14949462913638403,1.096,3.1372364526362415,0.8375165253470769,-0.04404564579456427,1.1848940109621593,3.7172926837008524,-0.1167517578125,0.08357582866795336,0.591,-0.54,0.14358235298895108,1.131,4.116104714104236,1.4229291758474183,0.14602769954208814,1.1639962938269883,4.791130632221126,-0.11782133789062502,0.09488925784133205,0.386,-0.762,0.15128066272995905,1.1480000000000001,2.5515488432848996,0.29504042666126074,-0.060550802051383704,1.1908443082597546,3.0384974172725827,-0.11654526367187501,0.08023110480208102,0.251,-0.667,0.14149144377703332,0.918,1.7739588578623433,0.4274146954840137,-0.015240715760588072,1.160433334102342,2.058560991989582,-0.11415541992187499,0.11242154605980122,0.417,-0.745,0.16021880013286713,1.162,2.6026908181448616,0.42074618751462767,-0.036519995334604746,1.2146877737657757,3.161456715693007,-0.11468603515625,0.11722150989945547,0.464,-0.679,0.1639931981606821,1.143,2.829385640405454,0.42776284399102504,0.01512461444956042,1.2148030964276821,3.437146436952566,-0.1144291015625,0.079304598778848,0.298,-0.571,0.13922370010840468,0.869,2.1404401676436287,1.301218884131246,-0.04651163366769298,1.155542605155067,2.473369807497467,-0.11341005859375,0.08323102622790189,0.479,-0.566,0.1406742517918169,1.045,3.405029661781103,1.8809643663133695,0.07592641809235477,1.1642358322892863,3.9642575422534296
336,2003.10.31.18.31.44,False,0.1003279200985393,-0.116432080078125,0.09171863488157934,0.42,-0.73,0.1482185455867766,1.15,2.833653496850063,0.929101677655888,-0.04796066992845748,1.1813391087628735,3.347505696511653,-0.1168478515625,0.08293325568026355,0.62,-0.52,0.14328763140096915,1.1400000000000001,4.3269610498691415,1.2677008066447133,0.09663064575721578,1.1628397208309782,5.0315621792763485,-0.11616235351562498,0.09405187885803552,0.317,-0.664,0.14946386951706966,0.9810000000000001,2.1209139106611765,0.2476855160648026,-0.03829978682293264,1.1891044589802775,2.5219881882805026,-0.116564599609375,0.07926046440385943,0.244,-0.491,0.1409593100848943,0.735,1.7309959863810933,0.3480967374272206,-0.019760194356660498,1.157606290518326,2.003811842696728,-0.11422333984375002,0.1118282283610748,0.449,-0.652,0.1598515687237304,1.101,2.808855762785797,0.3738493729668044,0.026078568754184298,1.2080197605266667,3.3931532659144463,-0.11415712890625,0.1165032063415019,0.571,-0.732,0.16310992357293516,1.303,3.500706685971043,0.6681686681937271,0.039425717772293666,1.2155515444599785,4.255289418833474,-0.114506640625,0.07934090529340523,0.312,-0.583,0.13930811175233118,0.895,2.2396398607045147,1.6820693679383645,-0.01648498494722876,1.1528531009472218,2.5819757584182037,-0.11471997070312501,0.08271844099157857,0.581,-0.583,0.14143200542381884,1.164,4.10798106311906,2.2942286446929305,0.12016018303611298,1.1608077009251547,4.768576053323309
337,2003.10.31.18.41.44,False,0.04689791016518258,-0.11883408203124998,0.09345144236769515,0.437,-0.732,0.151177746817488,1.169,2.890637075889059,0.9394651545618946,-0.0654739050508861,1.183332271390749,3.420584136778113,-0.11858002929687501,0.08505181636158862,0.552,-0.566,0.14592818375643934,1.1179999999999999,3.7826825894120133,1.0109883376676292,0.11747372456347963,1.162073124655883,4.395753776259425,-0.118142919921875,0.0954636953125326,0.281,-0.652,0.15189162797992067,0.933,1.8500032143782594,0.3059886000298988,-0.09591080544644558,1.1910044826351058,2.2033621212138614,-0.11723159179687499,0.08303090437925204,0.535,-0.625,0.1436571515702077,1.1600000000000001,3.724144563304504,0.5899381171891966,-0.03506281573218392,1.1677769692708124,4.348970251262107,-0.11540839843750002,0.11250448779144878,0.398,-0.657,0.1611718281931585,1.0550000000000002,2.4694141926777156,0.32147016293069175,-0.03213064416152098,1.2130875311544278,2.9956155663931145,-0.11480009765624999,0.11812264002268136,0.415,-0.72,0.16471800298635395,1.135,2.5194574513775563,0.42995264996139415,-0.013190399118482361,1.2154715858161655,3.0623289438222328,-0.1149306640625,0.07887789142102983,0.391,-0.608,0.13939433021782127,0.999,2.804992135541044,1.6444707843835076,-0.06871779473446468,1.1543446423503652,3.237927643496714,-0.11461010742187501,0.08430768139369418,0.481,-0.632,0.1422788173455008,1.113,3.3806859585567843,2.121172022588266,0.10292899604466157,1.1647416046073122,3.9376255880428386
338,2003.10.31.18.51.44,False,0.06775836948649433,-0.117105126953125,0.09339988965612782,0.466,-0.635,0.1497903539834404,1.101,3.111014745659238,0.9556690469793265,0.0024567378447902617,1.182669553553826,3.6793024203481806,-0.116382080078125,0.08196175962120704,0.693,-0.527,0.14234647380077817,1.22,4.868402999359803,1.5007642260531675,0.13876074814946632,1.1607604935844988,5.6510498685051385,-0.11693754882812499,0.09418616536591512,0.342,-0.742,0.1501513372310271,1.084,2.2777019925822515,0.2768599682561317,-0.04301559062200327,1.1888765678615623,2.7079065275526286,-0.11700966796875001,0.08034147583011922,0.256,-0.588,0.14193665888951576,0.844,1.8036214322846063,0.3621277155804048,-0.018245366935284755,1.1604705872718601,2.093049622739431,-0.11364521484375001,0.11248866569011699,0.515,-0.793,0.15990289167374366,1.308,3.2207047327872926,0.5799510433572141,0.0023338089811842573,1.2118643068470285,3.9030571085582166,-0.114396337890625,0.11717285448595093,0.476,-0.642,0.16375591577458165,1.1179999999999999,2.90676521668529,0.56401115895985,-0.04192080668188039,1.2194759871844134,3.54473038213061,-0.11384672851562501,0.08086555860438333,0.312,-0.759,0.13964353247504652,1.071,2.234260294552149,2.1160720582631596,-0.06764656884654364,1.160024298531363,2.5917962309243325,-0.11339174804687499,0.08391440544787822,0.618,-0.61,0.14106493528441744,1.228,4.380961142143356,2.854124685814604,0.17938629889402388,1.1646026012291248,5.1020787420238705
339,2003.10.31.19.01.44,False,0.06373744951758331,-0.118009130859375,0.09331992060992676,0.361,-0.574,0.15044853787534168,0.9349999999999999,2.399491580962499,0.7451789927813608,-0.01522118192612924,1.1819371534668632,2.8360482489705188,-0.116392724609375,0.08339792083152803,0.359,-0.557,0.14318686930377247,0.916,2.507213138645958,0.7958699535292024,0.0924459762875243,1.1629219762167435,2.9156932579907417,-0.11663095703125,0.09435390926721567,0.32,-0.625,0.15001813334404362,0.9450000000000001,2.133075468057778,0.1826212031294081,-0.054828129711792906,1.1906145691930117,2.539670729457793,-0.11720922851562501,0.08079074546943094,0.264,-0.515,0.14235570871143305,0.779,1.854509400358156,0.3219182290115943,-0.027237651014996977,1.1623325049048323,2.155556556687854,-0.11402846679687499,0.11079640992971455,0.396,-0.63,0.15899162145647605,1.026,2.490697285632784,0.2663304027165929,-0.052182578811921655,1.213007800904659,3.021235237164627,-0.11356557617187499,0.11558894580007179,0.479,-0.647,0.16204303281049104,1.126,2.956004906179394,0.34223368984065683,-0.03614451636962654,1.2191407460591697,3.6037860266741117,-0.11461484375,0.07865833016701464,0.354,-0.591,0.13900969503059848,0.945,2.546584969646026,1.9090135763810991,-0.06173445294209958,1.1536672651535742,2.937911717412729,-0.1130568359375,0.08436861024502068,0.647,-0.652,0.14106704273810733,1.299,4.5864717048131745,3.2329711897180724,0.26143785540296455,1.1625902450756567,5.332187263331313
340,2003.10.31.19.11.44,False,0.10969118064799627,-0.11815913085937502,0.09243088697412094,0.364,-0.728,0.1500168292968013,1.092,2.426394436585798,0.8586106733612318,-0.04249766746270952,1.1808993523072773,2.8653276186061496,-0.11840019531250001,0.08396937395074829,0.593,-0.591,0.14515323631155716,1.184,4.08533777867125,1.112900195176362,0.08310355599062715,1.1636668635617253,4.7539721994966,-0.11774824218749999,0.09393935043106322,0.295,-0.652,0.1506295127047029,0.9470000000000001,1.9584475492417204,0.24727601467374516,-0.038246924508855834,1.1873062795845148,2.325277073451598,-0.117906982421875,0.08046457871516066,0.222,-0.496,0.14274664595583544,0.718,1.5552029157216405,0.21964332643808016,-0.04075919936469807,1.1612300819708667,1.8059484093047715,-0.11491303710937499,0.11148432312522702,0.481,-0.742,0.16010546649128077,1.2229999999999999,3.0042696888565943,0.5227893857288217,-0.015133981277948093,1.2116083599933896,3.6399982706933893,-0.114712744140625,0.1165097478389389,0.481,-0.754,0.16350392964624924,1.2349999999999999,2.941825319065254,0.4514399244135867,-0.0035913036877400616,1.21500698989412,3.574338325711783,-0.11548994140624999,0.07760436770637295,0.286,-0.591,0.13914152670258076,0.877,2.0554611321128715,1.5275805718997209,-0.10505267200948372,1.1528011830815927,2.3695380248779485,-0.115487060546875,0.08132268460761304,0.5,-0.674,0.14124673513234517,1.174,3.539904830589611,2.042964714578585,0.1081455661161521,1.1547933677329947,4.087858620770873
341,2003.10.31.19.21.44,False,0.12267314715027955,-0.11751342773437501,0.09221964384186783,0.361,-0.684,0.14937827287863226,1.045,2.416683450968183,0.9270019082736756,-0.0215347464341489,1.1816782958103287,2.8557423818531067,-0.116352587890625,0.08350907480242797,0.5,-0.613,0.1432190290541139,1.113,3.491156191340188,1.0804335778844916,0.0488068033926297,1.1646472695605115,4.065965525853624,-0.11671416015625,0.09413984172224837,0.259,-0.613,0.1499483410394018,0.872,1.7272615235665916,0.16884481719540334,-0.06506209196786171,1.190191652954703,2.05577224781878,-0.11659135742187501,0.07907134679699226,0.22,-0.557,0.14087520189786995,0.777,1.5616659073858365,0.4190527237530741,-0.0555098065317326,1.1593469419947127,1.8105125941451679,-0.114119189453125,0.11064542980020069,0.457,-0.637,0.15895156663936777,1.094,2.8750896242303168,0.3095243301452588,-0.00047675402511119245,1.2096505464707037,3.4778537351024528,-0.11356015625,0.11459317644719007,0.483,-0.693,0.16133042235047068,1.176,2.9938556718753353,0.512389275435035,0.0044085081841938765,1.2136086233075802,3.6333690603262156,-0.11410190429687499,0.07801573744663574,0.293,-0.62,0.13822336941890698,0.913,2.119757326360775,1.4716640974578663,-0.05526233769340338,1.1540332069015034,2.446270345193082,-0.1143876953125,0.08285047174824756,0.5,-0.693,0.14124002799423574,1.193,3.5400729318773987,2.2227104053688747,0.10225841221275773,1.1590987232191736,4.10329401544185
342,2003.10.31.19.31.44,False,0.06009641650571135,-0.11652275390625,0.09194759552105482,0.352,-0.715,0.14843150777378772,1.067,2.371464153934583,1.0584618361198723,-0.06292801843618284,1.183412741668155,2.806420896175476,-0.11675166015625,0.08319527602167087,0.474,-0.605,0.14336109689020413,1.079,3.3063363093756326,1.090282241274867,0.05274365302203568,1.1637144495892489,3.8476313384220124,-0.117027685546875,0.09432754531830095,0.312,-0.684,0.1503102291603415,0.996,2.0757070343308306,0.30760080057472017,-0.07128276769421674,1.1905461431406597,2.471225004012507,-0.116826904296875,0.07986824764095513,0.259,-0.762,0.1415184177018247,1.021,1.8301504793934715,0.6124433165625307,-0.09163801965049018,1.1615402073057994,2.125793367235501,-0.11423251953124999,0.11211902435433332,0.891,-0.771,0.1600616885473379,1.662,5.566603776871244,0.8280533062172171,0.000946704276210774,1.2136552387757502,6.755937835988663,-0.11379697265625,0.11446241319229619,0.5,-0.667,0.16140444547635993,1.167,3.0978081088431506,0.41922590224634515,0.0032551226599807567,1.213389962020885,3.75884926353718,-0.11383979492187501,0.07794877041328052,0.359,-0.596,0.13796923467496974,0.955,2.6020293643415378,1.686388650058416,0.01829053953613279,1.1509823708146913,2.9948899266992672,-0.11428588867187499,0.0819771449909694,0.425,-0.586,0.14064677973700862,1.011,3.021754218580015,1.8065529904023903,0.030037880055890417,1.159662883857994,3.50421621142856
343,2003.10.31.19.41.44,False,0.07320155163385622,-0.118056884765625,0.09418120487663166,0.388,-0.955,0.15102161233604322,1.343,2.5691687037259827,1.4398082172440096,-0.11464986804388352,1.1864356367084485,3.0481533068165554,-0.117390771484375,0.08412611372539222,0.535,-0.53,0.1444222844308813,1.065,3.704414468364433,1.1910729677480303,0.10390994009782074,1.1642644327720242,4.312918009762796,-0.11831567382812498,0.09522554695770254,0.264,-0.566,0.15187660605503692,0.83,1.7382532231746863,0.11444546200882355,-0.054489119661657065,1.1901175419982835,2.0687256533352514,-0.11733164062500001,0.08165597836997822,0.22,-0.588,0.1429489863388772,0.8079999999999999,1.5390105633800326,0.41714673089182064,-0.10315766771859582,1.165693623960946,1.7940148009406474,-0.11534101562500002,0.11273384601116254,0.488,-0.674,0.16128381791697208,1.162,3.0257220240856366,0.42644750243329055,0.015149353519040334,1.210128817015769,3.6615134136253094,-0.11507358398437499,0.11626581799912912,0.513,-0.815,0.16358383222682987,1.3279999999999998,3.1360067374424876,0.658244627709653,-0.0033463337935907673,1.214032552281133,3.8072142634281323,-0.115348779296875,0.07876647076932669,0.293,-0.54,0.1396764038867495,0.833,2.0977057816978606,1.4320479172770098,-0.04196868859147536,1.154496266840518,2.4217934938999512,-0.11517631835937499,0.08431903592925664,0.496,-0.601,0.14274201949972326,1.097,3.474800214669526,2.03936898663442,0.13692755218839842,1.1598223380619852,4.030150909276297
344,2003.10.31.19.51.44,False,0.08731834993140036,-0.11744882812499999,0.09409337179533003,0.447,-0.662,0.15049182650147483,1.109,2.9702609795597064,1.3119798594913847,-0.05485707567163514,1.185891458762271,3.5224071259547127,-0.116835693359375,0.08447785111790973,0.571,-0.669,0.14417727481217568,1.24,3.960402225273434,1.5040757013639476,0.0488037112115273,1.1677214174374784,4.624646500118838,-0.11638564453125,0.09451029782771302,0.308,-0.698,0.14992603058987955,1.006,2.054346391938632,0.29026476509811294,-0.06835997849541872,1.1921741691162815,2.449138702886469,-0.11590434570312498,0.07965593112836837,0.242,-0.503,0.14063742288877765,0.745,1.720736878059721,0.39273339984486944,-0.02899404830565988,1.1605819081916413,1.9970560894342784,-0.11430405273437501,0.11285211641297581,0.598,-0.657,0.16062694870534838,1.255,3.7229120320087885,0.6406455650868192,0.015893317411352186,1.2113838019467247,4.509875331648012,-0.114750244140625,0.11707066999210919,0.522,-0.842,0.16393035198746564,1.3639999999999999,3.1842791384960423,0.6697878511413289,-0.04536715708771812,1.2174742533072538,3.876777866462334,-0.113846923828125,0.07921598340404529,0.366,-0.598,0.13869496779550755,0.964,2.6388844946388534,1.4901528238401314,-0.07655522076967951,1.1585354717745746,3.057241292955034,-0.11371923828125,0.08382998093824956,0.425,-0.608,0.14127820376609762,1.033,3.0082488924026567,1.764982424340137,0.09113752220857561,1.1618917180861525,3.495259474024488
345,2003.10.31.20.01.44,False,0.12975065214274412,-0.11730908203124998,0.09207178901041953,0.479,-0.764,0.1491262386657484,1.2429999999999999,3.212043730772495,1.0911613027110247,-0.03703357963088081,1.1824226081447784,3.7979931256150983,-0.11618505859374999,0.08441274926035687,0.52,-0.522,0.14361225601641733,1.042,3.620860882100168,1.1299182584719452,0.06946245556478807,1.1675144305751186,4.2274073309569,-0.11641689453125,0.0929298507261314,0.281,-0.796,0.14895922424704436,1.077,1.8864222838188929,0.3596814738814764,-0.06449128743460047,1.187526727980984,2.240176882293865,-0.11608393554687499,0.07953570306626985,0.254,-0.61,0.14071747636415624,0.864,1.8050352135557433,0.4375191839440382,-0.06015122201066638,1.1615533126801068,2.0966446318099177,-0.11370859375,0.1117320422353631,0.491,-0.747,0.1594167292183838,1.238,3.079977881915911,0.5382347478540339,-0.006600763533140735,1.2132585951558539,3.7368096381244005,-0.11377558593749999,0.11639081915194086,0.483,-0.745,0.16276273141687336,1.228,2.967509796594186,0.46390004567527177,-0.02814869139034515,1.2163048476663942,3.6093965510950237,-0.114254150390625,0.07871671858336113,0.317,-0.564,0.13874556809504088,0.881,2.284757663631134,1.4759400242338758,-0.03667935139369708,1.1554453094059964,2.6399125255719973,-0.11374116210937502,0.08194038684975195,0.53,-0.549,0.1401830194962219,1.0790000000000002,3.780771750420772,2.0469345090379223,0.08416882817077266,1.1592086226659954,4.382703213419767
346,2003.10.31.20.11.44,False,0.0948139183268985,-0.11735781249999999,0.09246878219784418,0.461,-0.725,0.14940994557236645,1.186,3.0854706374062326,1.0048914731873468,-0.04119081988557932,1.182492021947836,3.6485444126871744,-0.118081201171875,0.08322504375680922,0.4,-0.5,0.14446306787035787,0.9,2.7688737744304497,0.8166602420093279,0.081608815111401,1.1623266264970267,3.218335713429834,-0.116949462890625,0.09374994549323723,0.247,-0.652,0.1498873882299329,0.899,1.647903822442304,0.19395433286207808,-0.04749137865580093,1.1874973495080001,1.9568814213943377,-0.11763398437499999,0.07969306976456457,0.203,-0.5,0.1420870847348115,0.7030000000000001,1.4287012811817146,0.310004120248053,-0.0729532131649866,1.1605134974603561,1.6580271206502832,-0.115044482421875,0.11169441834609964,0.371,-0.703,0.16034611322196315,1.0739999999999998,2.3137448893845893,0.43500178617081975,0.012280207252904796,1.2097318197120803,2.799010815384745,-0.11441220703124999,0.11642440465566439,0.427,-0.737,0.16323233477833826,1.164,2.6159032803141953,0.3943075905311626,-0.01082192234211072,1.215450082627514,3.179499858203474,-0.11480307617187499,0.07784330364378038,0.308,-0.588,0.13870589829096355,0.8959999999999999,2.2205256142309677,1.2496162507505257,-0.033328566103526275,1.1537337880253669,2.561895428314049,-0.11482333984375,0.0821427274803311,0.562,-0.583,0.1411801227183956,1.145,3.980730354803496,1.8993281352132714,0.10318698426397505,1.159776382758697,4.616757051631743
