reading,filename,is_anomaly,anomaly_score,bearing1_ch1_mean,bearing1_ch1_std,bearing1_ch1_max,bearing1_ch1_min,bearing1_ch1_rms,bearing1_ch1_peak_to_peak,bearing1_ch1_crest_factor,bearing1_ch1_kurtosis,bearing1_ch1_skewness,bearing1_ch1_shape_factor,bearing1_ch1_impulse_factor,bearing2_ch1_mean,bearing2_ch1_std,bearing2_ch1_max,bearing2_ch1_min,bearing2_ch1_rms,bearing2_ch1_peak_to_peak,bearing2_ch1_crest_factor,bearing2_ch1_kurtosis,bearing2_ch1_skewness,bearing2_ch1_shape_factor,bearing2_ch1_impulse_factor,bearing3_ch1_mean,bearing3_ch1_std,bearing3_ch1_max,bearing3_ch1_min,bearing3_ch1_rms,bearing3_ch1_peak_to_peak,bearing3_ch1_crest_factor,bearing3_ch1_kurtosis,bearing3_ch1_skewness,bearing3_ch1_shape_factor,bearing3_ch1_impulse_factor,bearing4_ch1_mean,bearing4_ch1_std,bearing4_ch1_max,bearing4_ch1_min,bearing4_ch1_rms,bearing4_ch1_peak_to_peak,bearing4_ch1_crest_factor,bearing4_ch1_kurtosis,bearing4_ch1_skewness,bearing4_ch1_shape_factor,bearing4_ch1_impulse_factor
11,2004.03.04.11.02.46,False,0.12225870349023071,-0.0020475097656250003,0.07931877399984065,0.483,-0.415,0.07934519648395941,0.8979999999999999,6.087325022853076,0.9863431409943373,0.02616981502017735,1.2851446797371238,7.823093366950296,-0.0023447265625000002,0.09543581014959536,0.564,-0.427,0.0954646091573338,0.9909999999999999,5.907948557883686,0.5927284749431934,0.17314307750421407,1.2717569477694477,7.513474625553067,-0.00219619140625,0.0684409872481002,0.32,-0.312,0.06847621479161578,0.632,4.67315550332056,0.26368280671671007,0.04173293708003769,1.2648345343180025,5.91076846483807,-0.0035199218749999996,0.05409891109111067,0.249,-0.256,0.0542133012391793,0.505,4.592968779035553,0.29564979498188526,0.014118571295809844,1.2654041852097768,5.8119619155294275
12,2004.03.04.11.12.46,False,0.04224945374067646,-0.0037388671875000002,0.07955263509815678,0.444,-0.596,0.07964044750568802,1.04,5.575056568690036,0.9838742124727893,-0.005843560526171655,1.2806323127629249,7.139597587345657,-0.001006884765625,0.09385037023696619,0.471,-0.481,0.09385577132252909,0.952,5.018338173168274,0.386932990641502,0.12079716005405683,1.267034569311672,6.358407945900588,-0.002083251953125,0.06937724906806933,0.386,-0.342,0.06940851984413099,0.728,5.561276927772423,0.34433937679781623,0.05566118250158811,1.2661783198707732,7.041568276742981,-0.00403388671875,0.05455460391865697,0.308,-0.286,0.05470353782691984,0.594,5.630348826331885,0.3749089720235146,-0.0013992927361138941,1.2681087794129906,7.139894777829091
13,2004.03.04.11.22.46,False,0.079668271763499,-0.0030008789062499997,0.08015267413569259,0.474,-0.439,0.08020883022032237,0.913,5.909573780068712,0.763032488204912,0.00991869309375891,1.279335364664552,7.56032672693628,-0.00066591796875,0.09493752011261879,0.471,-0.474,0.09493985555010605,0.945,4.961035565842231,0.2859446635181153,0.09250385115604552,1.2653918663638535,6.277654053758556,-0.001913916015625,0.06957184111316704,0.349,-0.361,0.06959816197566301,0.71,5.014500240998287,0.34659431665244567,0.0034341042728841787,1.2668866393400553,6.352803358288217,-0.00336591796875,0.05532259698217941,0.337,-0.261,0.05542489639706149,0.5980000000000001,6.080300043968455,0.3947071417881207,0.04135368811001429,1.2683297743713329,7.711825582876515
14,2004.03.04.11.32.46,False,0.06415953199716373,-0.0019556152343750003,0.07882925595517,0.522,-0.564,0.07885350991167497,1.0859999999999999,6.619870194550632,1.093081530402383,0.01476563094703242,1.2826668427206465,8.491088001664771,-0.001778662109375,0.09306888558812929,0.537,-0.488,0.09308588025858501,1.025,5.768866325464804,0.6049796078727905,0.1804026251182045,1.2748343949353127,7.354349211486624,-0.0021814941406250003,0.06857167440408644,0.398,-0.337,0.0686063659383415,0.7350000000000001,5.801210930742112,0.46666389001565456,0.002784220559731015,1.2696260897929317,7.365368750062121,-0.003328857421875,0.053005279690439354,0.281,-0.249,0.0531097068980509,0.53,5.290934866942612,0.27409471899724025,0.0093210736288936,1.2650448153375982,6.6932697217146755
15,2004.03.04.11.42.46,False,0.09915197035198087,-0.001905322265625,0.08144822257087467,0.505,-0.481,0.08147050517144609,0.986,6.198562276461656,0.8481798489148589,0.022317873836070996,1.2815780548551763,7.9439413851664025,-0.0017061035156250002,0.09500107062437953,0.464,-0.596,0.09501638915989376,1.06,4.883368060000469,0.5536711649542068,0.1347640052342855,1.270230293967267,6.203002046404759,-0.0017260253906250002,0.0694373339502356,0.344,-0.352,0.06945878281229542,0.696,4.952577428971386,0.40189111565196445,0.013239076537665396,1.2703586631205468,6.291549641669085,-0.0032603027343749993,0.05457210921170815,0.281,-0.293,0.05466941263388857,0.5740000000000001,5.1399857152628945,0.3758842826324691,0.02608793773026873,1.2677783447777287,6.516362582277162
16,2004.03.04.11.52.46,True,-0.012503465167248429,-0.0023310546875,0.08126028764474308,0.549,-0.454,0.08129371540323704,1.0030000000000001,6.753289565827119,0.9500027052004851,0.05737724489392342,1.2848674700937315,8.677082079254683,-0.0018986816406249998,0.09525546520072052,0.537,-0.469,0.09527438607820113,1.006,5.636352246439362,0.5961679387803387,0.10736658356063464,1.2684975532527414,7.149699033878923,-0.0013728027343749998,0.07163285660277947,0.54,-0.417,0.07164600988486292,0.9570000000000001,7.537056158016262,0.5678507865217384,0.006942288932967731,1.2666424519860953,9.546755292746617,-0.0031152832031250003,0.05534348479624726,0.295,-0.305,0.05543109505348171,0.6,5.321922644959016,0.49990778477671505,-0.0032710685146949124,1.271795499194287,6.768397266919031
17,2004.03.04.12.02.46,False,0.06829804798339778,-0.001437548828125,0.08155542417970972,0.4,-0.417,0.0815680927799935,0.817,4.9038782980850755,0.6662433692051577,0.008125901583522511,1.281489061321665,6.284266397048727,-0.0025924316406249993,0.09500177810499423,0.566,-0.405,0.09503714297537504,0.971,5.955566237367379,0.4292541200532307,0.16828332648756766,1.2709972398061082,7.569508249176389,-0.0009056640625000001,0.07109627665254979,0.325,-0.356,0.07110204484577079,0.681,4.570895263349536,0.2907483330795104,-0.0036443766255472273,1.262357592543064,5.770104340408414,-0.002874365234375,0.05562889195555257,0.3,-0.276,0.05570310220897149,0.5760000000000001,5.38569645321625,0.37927639094332166,0.05557231739117091,1.2660540595091554,6.818582857878493
18,2004.03.04.12.12.46,False,0.1487602645869736,-0.002008935546875,0.08019620634389682,0.398,-0.383,0.08022136457318821,0.781,4.961271877105673,0.7108756997750754,0.06802970124206063,1.2821565031367625,6.361127001060573,-0.0023073730468749997,0.09268539331058687,0.471,-0.479,0.09271410951692101,0.95,5.080132921020387,0.3863511450026249,0.1109064267339848,1.2666782939243537,6.434894101307047,-0.00156630859375,0.06879007920988058,0.3,-0.317,0.06880790885001883,0.617,4.3599639200475115,0.26366662695640963,0.013195149074197728,1.2679628112562833,5.528272109039408,-0.0029501953125,0.054745554542349396,0.256,-0.22,0.05482498877821363,0.476,4.669403600529862,0.3739134667265116,0.019950868854258088,1.2689764812931614,5.925363350738003
19,2004.03.04.12.22.46,False,0.004778772871431025,-0.0018260742187500001,0.08047969236170772,0.605,-0.457,0.08050040639454871,1.062,7.515490009264961,0.8936811362003998,0.03899366243207012,1.2816662595351414,9.632349968748347,-0.0017993164062500005,0.0947614292636788,0.681,-0.457,0.0947785103049473,1.1380000000000001,7.185173071500079,0.7719095172451858,0.23245967475403193,1.2746006849162905,9.158226518176088,-0.00158349609375,0.0720955601005695,0.515,-0.398,0.0721129478394397,0.913,7.141574646853342,0.49136853786208157,0.0009598003071070417,1.2707520983852445,9.075170968263746,-0.0031819335937500006,0.05445401950279901,0.229,-0.31,0.054546905882976074,0.539,4.198221627662848,0.39966091988893204,-0.01719516983922057,1.268745919875876,5.326476560831898
20,2004.03.04.12.32.46,False,0.02978899324249651,-0.0019977539062500005,0.08325245512306266,0.598,-0.439,0.08327642106075105,1.037,7.18090417891221,1.0877550077461589,0.062233098727470536,1.2926691218831052,9.282533099281167,-0.0016214355468750004,0.09550047805165927,0.515,-0.474,0.09551424166755514,0.989,5.391866082049818,0.5760762423079839,0.15523731099614618,1.2750547821775042,6.8749246327783045,-0.0021982421875000003,0.0704859808260043,0.376,-0.354,0.07052025072075928,0.73,5.331801803837258,0.39694750726577244,0.021772029118851417,1.2634831469888652,6.736641722233206,-0.0028404296875,0.05645107227283525,0.261,-0.303,0.05652248757408418,0.5640000000000001,4.617631162427283,0.39220326159369057,-0.008061063061204805,1.2732474355525827,5.87938703588823
21,2004.03.04.12.42.46,True,-0.037796698967187514,-0.0024948242187499995,0.08387780868392747,0.454,-0.789,0.0839149029523362,1.243,5.4102428058323895,1.3374682610381372,0.002071963808043848,1.2912235399076801,6.985832867506957,-0.0012134765625,0.09678123554055953,0.674,-0.615,0.09678884273574614,1.2890000000000001,6.96361255026224,0.8951753432556453,0.12726727847838756,1.2766608138924904,8.890171266049752,-0.0022806640625,0.07018645116333189,0.388,-0.508,0.0702234957508436,0.896,5.525216252073849,0.6389858219116809,-0.03277219725019555,1.275441110771695,7.047087953798892,-0.0030210449218750005,0.05556620045750058,0.283,-0.315,0.05564826453451288,0.598,5.0855134902631915,0.48834496170158603,0.025114043380483543,1.2715218274800584,6.466341406813943
22,2004.03.04.12.52.46,True,-0.02916773582468435,-0.002409619140625,0.08343725090816906,0.662,-0.564,0.08347203785409593,1.226,7.930799546994838,1.2585578045211596,0.03638500988599043,1.2932775842570206,10.256725279364158,-0.0015874023437500002,0.09645871686918221,0.442,-0.549,0.09647177777075533,0.9910000000000001,4.581650822796269,0.5341151032846443,0.13476461716191315,1.2716187379370758,5.826113036952557,-0.001413671875,0.07427946706285886,0.413,-0.486,0.07429291820431137,0.899,5.55907628859345,0.5933990258639645,0.001429966191859349,1.2719071806263715,7.070629049111807,-0.0029947265625,0.05639121398905691,0.254,-0.261,0.05647067736749534,0.515,4.497909567243885,0.3483564537746413,0.0073794083746804425,1.2670325889606284,5.6989980038958
23,2004.03.04.13.02.46,True,-0.003956358965277129,-0.0024169433593749998,0.08285310818061202,0.615,-0.432,0.0828883535268413,1.047,7.419618967348021,1.0389889899027827,0.03329212044333303,1.2904647581032245,9.57475679591686,-0.0021829589843750004,0.09710744126511063,0.676,-0.576,0.09713197444191266,1.252,6.95960319847369,0.7465081637840911,0.13808045193014526,1.2777936957469487,8.892937091909982,-0.001201904296875,0.07355053140665796,0.33,-0.361,0.07356035103328848,0.6910000000000001,4.486112360321176,0.3280452652820758,-0.012828203287163538,1.26699661422549,5.683889171562051,-0.0033690429687499995,0.05594141343383018,0.273,-0.266,0.0560427710547935,0.539,4.87127946855243,0.435077400694746,0.001842379979108318,1.2757748547799161,6.214655856584864
24,2004.03.04.13.12.46,False,0.042255207380186954,-0.0008642089843750001,0.08143322230862353,0.471,-0.5,0.0814378078826682,0.971,5.783554496930895,0.9278928399074595,0.022970760726372334,1.2878714306628474,7.448474604278936,-0.002383544921875,0.09465779553011484,0.532,-0.452,0.0946878003811242,0.984,5.618464024495948,0.5558679582731925,0.14563009556157364,1.2703552304741634,7.137445160749345,-0.002264013671875,0.07177129253083497,0.417,-0.437,0.07180699262225877,0.854,5.80723387475133,0.4744774292816305,0.02731709247394835,1.2703657997225868,7.377311305474571,-0.002441015625,0.0551749502412531,0.237,-0.256,0.05522892078799159,0.493,4.2912299682584205,0.26057626229078856,-0.005179925754845818,1.2649787036468665,5.4283145222981215
25,2004.03.04.13.22.46,True,-0.10319467116982473,-0.002519921875,0.08399306608282553,0.803,-0.442,0.08403085835721304,1.245,9.55601329914384,1.4644219649324466,0.11207523148623715,1.2927668982011356,12.353697671902983,-0.0022810546875,0.0966735168483341,0.593,-0.776,0.09670042435435586,1.369,6.132341237996733,0.9080666397837014,0.0826590313073542,1.281000810335594,7.855534095128195,-0.0019689453125000004,0.07264516926566855,0.771,-0.444,0.07267184711620621,1.215,10.609335397339349,1.4102377107692865,0.09737049235507417,1.2733848073134637,13.509766510664877,-0.0030568359375,0.05582341799136549,0.295,-0.413,0.05590705002222438,0.708,5.276615380041166,0.6429541143042927,-0.02091111635175127,1.273466619421551,6.719593550008786
26,2004.03.04.13.32.46,False,0.07592839857022138,-0.0015243164062500002,0.08232381278159975,0.535,-0.483,0.08233792377395881,1.018,6.497613438355919,1.2162295036617552,0.03655695297892217,1.2892093545321823,8.376784026862468,-0.0020797363281250003,0.09302528553860961,0.457,-0.41,0.09304853063178577,0.867,4.911415547317486,0.48052870299489747,0.15553730252645334,1.2679146696760293,6.227255821318765,-0.001906005859375,0.0704107806400121,0.315,-0.334,0.07043657351597872,0.649,4.472108512327639,0.28012992620980937,0.03841650277385606,1.2615369636060165,5.64173019355843,-0.003471337890625,0.05505614462797033,0.283,-0.303,0.05516547152020796,0.586,5.130020503791629,0.3036695990508016,0.020141519613462958,1.265871285832095,6.493945651479721
27,2004.03.04.13.42.46,False,0.06820936814992795,-0.00293330078125,0.0794351761587426,0.432,-0.522,0.07948931667113356,0.954,5.434692586266505,0.8361387471065904,-0.05680318824368745,1.2819545042679408,6.96702864027593,-0.0021073242187499997,0.09401947212020534,0.593,-0.452,0.09404308562103329,1.045,6.305620408815808,0.6603576617837743,0.1482285746931407,1.2749545184164908,8.039379231638954,-0.0026996093749999998,0.07163615000911665,0.364,-0.352,0.07168699937161724,0.716,5.077629182288206,0.351093270605757,-0.018565108202497883,1.2697094038256223,6.44711352189074,-0.003027587890625,0.054362261175195485,0.251,-0.273,0.05444650336353681,0.524,4.610029744685062,0.3337895608884751,-0.0072368451907913215,1.2682845808080767,5.846829642250659
28,2004.03.04.13.52.46,True,-0.027607929625502958,-0.0015084960937500002,0.08141650622822218,0.613,-0.583,0.08143047983940044,1.196,7.52789374702171,0.9974671163154816,0.02459100030907648,1.2826735440471884,9.655830151703006,-0.0025682128906250002,0.09477506076957457,0.459,-0.574,0.09480985107744935,1.033,4.841269074719323,0.6245734683076969,0.09702903981918837,1.273445908101355,6.165094293218955,-0.0016788085937500003,0.06963295623404948,0.308,-0.408,0.06965319082560037,0.716,4.421907975058589,0.4817978108907184,-0.009212277987829,1.2678038096471433,5.606111776688364,-0.00309853515625,0.055827366771743166,0.398,-0.383,0.055913288230806546,0.781,7.118164797553687,0.5958896336937949,0.052755069720929894,1.2759986349359138,9.08276856492738
29,2004.03.04.14.02.46,False,0.027332782689424073,-0.002205712890625,0.08044660567014159,0.41,-0.603,0.08047683848911515,1.013,5.09463353304385,0.9697744380679265,0.0349488298735553,1.2902492265600842,6.5733469756168965,-0.0017805175781250003,0.09458189356921526,0.586,-0.588,0.09459865133279848,1.174,6.194591484591565,0.7664837566996097,0.10401674543900899,1.278644480102874,7.9206802082652725,-0.0021288085937500004,0.06892823990210707,0.366,-0.352,0.06896110557431087,0.718,5.307339506116342,0.47354917133191554,-0.03401413574107375,1.2716371389331558,6.749010024904694,-0.00330234375,0.055708022614066426,0.31,-0.269,0.05580581741908724,0.579,5.554976422475461,0.47908918434448733,0.02934976718326172,1.2737617838443747,7.0757166771057864
30,2004.03.04.14.12.46,False,0.013662438110272679,-0.002298876953125,0.08234386491161631,0.654,-0.476,0.08237594869759088,1.13,7.939210538271185,1.089711291313625,0.055267497352999864,1.288180712579868,10.227137888511773,-0.001619482421875,0.09359410205132913,0.42,-0.557,0.09360811215973419,0.9770000000000001,4.486790624335059,0.5412224914042985,0.0836572393159246,1.2681651517333425,5.689991512905609,-0.002790869140625,0.07170086762780861,0.325,-0.332,0.0717551626654182,0.657,4.529290826298008,0.27018757911875735,-0.028356144970583752,1.264407064789286,5.726867319256504,-0.0038628906250000004,0.056192362396007944,0.303,-0.254,0.0563249812749636,0.5569999999999999,5.379495796382683,0.3599551203289346,-0.005822517735530691,1.268697858525314,6.824954796816638
31,2004.03.04.14.22.46,False,0.02245984564385861,-0.0021878906249999997,0.081407960333783,0.469,-0.486,0.08143735550159859,0.955,5.759027870088361,0.9334541358788186,0.0711078275399951,1.2867822214382345,7.410614675997006,-0.0014407714843750002,0.09380220842007365,0.405,-0.481,0.09381327265879347,0.886,4.317086362321226,0.41447489122568326,0.09238713320533902,1.2676758284989098,5.472666031056906,-0.002106640625,0.0693779359939246,0.374,-0.505,0.06940991238648843,0.879,5.388279384614295,0.6659458091098283,-0.06662081672577613,1.2724226937976273,6.856168969505143,-0.0030265136718750003,0.05482275622184257,0.276,-0.315,0.05490623265864837,0.591,5.026751729915435,0.43113610277655257,-0.016087222119021756,1.27112271710832,6.389618317159054
32,2004.03.04.14.32.46,False,0.10530757418476633,-0.001880908203125,0.08048152342038384,0.452,-0.464,0.08050349947508105,0.916,5.614662753137974,0.7991079741883436,0.030629019951855505,1.2793891297698636,7.18333849368846,-0.0015031738281250004,0.09339105863880554,0.513,-0.447,0.0934031550068539,0.96,5.4923198254101395,0.5773160345245731,0.13430310942824045,1.2702553693537602,6.976648748435337,-0.00195390625,0.07012773170631188,0.42,-0.388,0.07015494639657457,0.808,5.986748213387662,0.4674458532987713,0.04599171429931681,1.266408440354692,7.581668467712507,-0.0032484375000000005,0.05511978165404725,0.273,-0.264,0.05521542063392482,0.537,4.944270945792026,0.33632904058387814,0.009195588257455077,1.2659182004432907,6.259042578201089
33,2004.03.04.14.42.46,False,0.08424939183210223,-0.0022740234375000002,0.08142936097701155,0.435,-0.496,0.08146110735632527,0.931,5.339971602610718,0.9195695531987536,-0.004484514355147374,1.2870582216562967,6.872854354551276,-0.0016803222656249998,0.0934243788001452,0.649,-0.452,0.09343948863895486,1.101,6.9456715726228015,0.5521214334047477,0.1524236293640895,1.270967243751927,8.827721054662515,-0.002272802734375,0.0697334107635285,0.32,-0.378,0.06977043936356124,0.698,4.586469612618282,0.313697285073093,-0.0598658228250946,1.2646317820941755,5.800195239726239,-0.00391962890625,0.05546719087121268,0.229,-0.259,0.055605510103821996,0.488,4.1182969020953175,0.3230974032412588,-0.007837568158470852,1.2683049263455675,5.22325624908118
34,2004.03.04.14.52.46,False,0.0023235759002421252,-0.0022488281250000004,0.08191391011605849,0.662,-0.571,0.08194477346626507,1.233,8.078611630704323,1.229373892168704,0.02804774200358643,1.2895407468396796,10.417698875686176,-0.001838330078125,0.09533713557411395,0.471,-0.522,0.09535485764738534,0.993,4.9394442152252,0.6793332756687613,0.1509285128708219,1.2766601693689628,6.305991688397948,-0.002131787109375,0.07136932076607516,0.417,-0.4,0.07140115169162627,0.817,5.8402419305640505,0.5761937545721274,0.021613722853539394,1.272027052203029,7.428945727087917,-0.003378076171875,0.05596601820009965,0.276,-0.266,0.056067874864282795,0.542,4.922604979555266,0.558345087785876,0.011412734307062774,1.2761491556619262,6.281978188316646
