reading,filename,is_anomaly,anomaly_score,bearing1_ch1_mean,bearing1_ch1_std,bearing1_ch1_max,bearing1_ch1_min,bearing1_ch1_rms,bearing1_ch1_peak_to_peak,bearing1_ch1_crest_factor,bearing1_ch1_kurtosis,bearing1_ch1_skewness,bearing1_ch1_shape_factor,bearing1_ch1_impulse_factor,bearing2_ch1_mean,bearing2_ch1_std,bearing2_ch1_max,bearing2_ch1_min,bearing2_ch1_rms,bearing2_ch1_peak_to_peak,bearing2_ch1_crest_factor,bearing2_ch1_kurtosis,bearing2_ch1_skewness,bearing2_ch1_shape_factor,bearing2_ch1_impulse_factor,bearing3_ch1_mean,bearing3_ch1_std,bearing3_ch1_max,bearing3_ch1_min,bearing3_ch1_rms,bearing3_ch1_peak_to_peak,bearing3_ch1_crest_factor,bearing3_ch1_kurtosis,bearing3_ch1_skewness,bearing3_ch1_shape_factor,bearing3_ch1_impulse_factor,bearing4_ch1_mean,bearing4_ch1_std,bearing4_ch1_max,bearing4_ch1_min,bearing4_ch1_rms,bearing4_ch1_peak_to_peak,bearing4_ch1_crest_factor,bearing4_ch1_kurtosis,bearing4_ch1_skewness,bearing4_ch1_shape_factor,bearing4_ch1_impulse_factor
11,2004.02.12.12.12.39,False,0.12684682451106488,-0.0017912597656250002,0.07922086801763584,0.4,-0.415,0.07924111648011797,0.815,5.047884454030405,0.4552119318712826,0.03351974676189383,1.2705130374124174,6.413403010197092,-0.001935546875,0.09512641592087304,0.4,-0.393,0.09514610526793123,0.793,4.204060679873347,0.1700577747770562,0.08224454826272543,1.260092703698704,5.297506188615018,-0.002017041015625,0.10600452642087112,0.61,-0.608,0.10602371468766728,1.218,5.753429803860244,1.1014436437540729,0.061319784870657056,1.2892541319564363,7.417633147548128,-0.0030745605468749998,0.05543830376832632,0.291,-0.249,0.05552349455199686,0.54,5.241024585141758,0.17440896332483513,0.036172489638983056,1.2570416884625326,6.58818639378024
12,2004.02.12.12.22.39,False,0.07475529862806457,-0.0015550292968750002,0.07762333368719734,0.474,-0.439,0.077638908086269,0.913,6.105186325821477,0.6415150749455001,0.019565298132388165,1.2761655417786268,7.791228415151429,-0.0019740722656249998,0.09330818738788126,0.403,-0.415,0.09332906725625129,0.8180000000000001,4.318054512357795,0.05914761962362203,0.07005841676106667,1.2502456480056794,5.398628861926619,-0.0019226074218750004,0.10458645271002825,0.867,-0.728,0.10460412281437871,1.595,8.288392241847886,1.63609854868624,0.10483367184473791,1.2985534411748159,10.762920267458219,-0.0027769042968750005,0.05470372691209322,0.229,-0.276,0.05477416302917713,0.505,4.1808032717545345,0.11005504146137435,0.0015078217586126277,1.2561601251905585,5.251758361244272
13,2004.02.12.12.32.39,False,0.12153536498658324,-0.0024512695312500004,0.07736575740151559,0.4,-0.378,0.07740458087623109,0.778,5.167652811654581,0.3647260382142652,0.025770055100995153,1.2670309845703653,6.547576229868521,-0.0017861816406249998,0.09436361497175338,0.615,-0.43,0.09438051851622041,1.045,6.5161752623165015,0.2904622065873399,0.0928213673616944,1.2612735189236697,8.2186793030253,-0.0018608886718750003,0.10440576658070191,0.615,-0.598,0.10442234914975398,1.213,5.889543809419738,1.1545225133803463,-0.014968726746658929,1.292587799473167,7.612752472518672,-0.003140380859375,0.05459959426227402,0.234,-0.222,0.054689831646722725,0.456,4.278674718027266,0.04491899115284781,-0.033690120338111765,1.2565816290267868,5.37650404725443
14,2004.02.12.12.42.39,False,0.13259350910427148,-0.001033984375,0.07985799357629145,0.42,-0.432,0.07986468720103242,0.852,5.258894947435174,0.5982531546782224,0.036749791511127325,1.2757200905039798,6.708877938292923,-0.001261376953125,0.09483180934131623,0.417,-0.359,0.09484019788447104,0.776,4.39686977992144,0.10632066193073442,0.09945547748473178,1.2562972464262472,5.523775397410084,-0.00175244140625,0.10487944085081766,0.684,-0.642,0.10489408069125015,1.326,6.520863670213343,1.5414655991864716,0.05491531956835938,1.301062282305518,8.484049769370909,-0.002895263671875,0.056179461127419124,0.247,-0.266,0.0562540167836651,0.513,4.3907975665076995,0.10238368110662588,0.0034770499788080093,1.2590939146275733,5.528426496351402
15,2004.02.12.12.52.39,False,0.16556257826813647,-0.0023719238281249997,0.07918146190235564,0.422,-0.383,0.07921698007145074,0.8049999999999999,5.327140716792938,0.5511103583412886,0.024887726210298073,1.270695077171004,6.769171484226,-0.001698291015625,0.09476723559538852,0.461,-0.386,0.09478245161824854,0.847,4.863769528316815,0.14024854233672546,0.10758890123389807,1.253681881184696,6.097619731909026,-0.0015814453124999995,0.10365067067184645,0.691,-0.679,0.10366273438415563,1.37,6.665847704144838,1.215237462759629,0.004041749262302193,1.2894220655575805,8.595091115370693,-0.0030357910156250003,0.055549112896720286,0.22,-0.227,0.05563200491356684,0.447,3.9545581781890653,0.0799000452087415,0.010891921292744113,1.2573272806656737,4.972173880416658
16,2004.02.12.13.02.39,False,0.13654808091592696,-0.00152099609375,0.07864707093207793,0.354,-0.371,0.07866177721938719,0.725,4.500279710343897,0.5530516614826189,-0.013483613994623068,1.276343571157088,5.7439030767061166,-0.0012210937499999997,0.09462320292410424,0.474,-0.513,0.09463108158296883,0.987,5.008925102313401,0.19598682545266177,0.0805929465007058,1.2570208323512633,6.296323201295128,-0.001826806640625,0.10470795711576625,0.725,-0.671,0.10472389176238331,1.396,6.922966553277187,1.3682988461680416,0.024804174649865268,1.292857157759728,8.950406861335605,-0.003251123046875,0.056228963720163415,0.291,-0.247,0.056322874235157555,0.538,5.166639734773222,0.19387118398007308,0.0370610988828819,1.2603926685162308,6.511994842572813
17,2004.02.12.13.12.39,False,0.14703948416368878,-0.0020170898437499997,0.07842744893849181,0.439,-0.381,0.07845338360094803,0.8200000000000001,5.59567962336675,0.4799660990734953,0.01645553133519378,1.267759395527615,7.093975416885623,-0.0012224609374999998,0.09568609375700858,0.476,-0.43,0.09569390236174272,0.9059999999999999,4.974193634622838,0.16584819519362304,0.09864096614989125,1.2592241406049554,6.263624704760582,-0.0016260742187499996,0.1086957682837348,0.962,-0.757,0.10870793053018833,1.7189999999999999,8.849400363967478,2.0724590260877367,-0.038762865247047466,1.3048963200356458,11.547549969463267,-0.002717138671875,0.056113860594305724,0.276,-0.3,0.05617960656109453,0.5760000000000001,4.9128147542267655,0.21398033827271457,-0.020015572191707517,1.2609867335920746,6.19499422967536
18,2004.02.12.13.22.39,False,0.11126741143387653,-0.001661767578125,0.07760498435587541,0.405,-0.444,0.07762277416041877,0.849,5.217540913482537,0.4477488811593342,0.020390510898382754,1.2674247718467753,6.61284060187182,-0.0016699218750000002,0.09292757088853608,0.454,-0.41,0.09294257404608772,0.864,4.884736673796808,0.11760727403785154,0.09640777733669134,1.2553810049463519,6.1322056344493365,-0.0014107910156250002,0.10420585682409894,0.984,-0.769,0.10421540638377022,1.7530000000000001,9.441982084457344,2.3669886579075623,0.05815024609329496,1.3000463063403132,12.27501393343018,-0.0027646484375000004,0.05476019882421017,0.308,-0.278,0.054829943062618625,0.5860000000000001,5.617368590885606,0.20295430083462174,-0.03361214881045859,1.2609906681187613,7.083449372490184
19,2004.02.12.13.32.39,False,0.17110796331283462,-0.002757177734375,0.07777670281156139,0.356,-0.405,0.07782555832949016,0.761,4.574332746741145,0.34144531637324205,0.003513831143354888,1.265981916230109,5.791022536193493,-0.0017739257812500002,0.09495022834677054,0.405,-0.425,0.09496679775469556,0.8300000000000001,4.264648377911375,0.13740794134351297,0.10592078788640663,1.260664243768799,5.376289722279479,-0.001863330078125,0.10521330186669284,0.676,-0.649,0.10522980038312282,1.3250000000000002,6.42403575354895,1.1526700310009703,0.08359588989286217,1.2870740021167624,8.268209407061418,-0.003074755859375,0.055541221384568185,0.229,-0.222,0.055626265347265356,0.451,4.116760285278758,0.0922079817125856,-0.00042872143229701396,1.2597722623212528,5.186180418019907
20,2004.02.12.13.42.39,False,0.10100644338102854,-0.0022611328125,0.07890076758853798,0.471,-0.403,0.07893316063389487,0.874,5.967073866262322,0.5964296522845256,-0.032123571823408366,1.2763602733939345,7.6161360313043796,-0.0007662109375,0.09547240956006875,0.479,-0.454,0.09547548411192398,0.933,5.01699472336247,0.2425243166798703,0.14165673280344412,1.2592676480251292,6.3177391454431415,-0.0014248046875,0.10675132239905148,0.918,-0.935,0.10676083037492612,1.8530000000000002,8.598659234628824,2.4550670432878334,0.026973765422056185,1.3098091569500996,11.26260260301037,-0.0030700195312500004,0.05467779985043284,0.215,-0.229,0.054763918928490224,0.444,3.925942558653322,0.08156366142840543,-0.015972648918385495,1.257374028470588,4.936378210518055
21,2004.02.12.13.52.39,False,0.16088970152522009,-0.001448388671875,0.07901527413866455,0.415,-0.388,0.07902854786058722,0.8029999999999999,5.25126693118661,0.506380111063577,0.06155298503420971,1.270323078046217,6.670805571667286,-0.001681689453125,0.09565077571662774,0.486,-0.413,0.09566555793288081,0.899,5.080198250042913,0.1524805052472984,0.11733938656757271,1.2601020610536655,6.401568285440299,-0.001846240234375,0.10560172145723454,0.889,-0.662,0.10561785917984882,1.5510000000000002,8.41713709123935,1.9139070690457851,0.05765100360906399,1.3056675646574918,10.989982887306727,-0.0029849609375000004,0.05526646273041952,0.242,-0.229,0.05534701342015891,0.471,4.372412982122301,0.15035076952771265,-0.04405279482154901,1.2600064415507872,5.509268522594385
22,2004.02.12.14.02.39,False,0.15494773949021673,-0.001808740234375,0.07934267114626233,0.381,-0.361,0.07936328499916932,0.742,4.800708539269611,0.38440684339994036,0.03774414644161838,1.2673125878895053,6.083998362605017,-0.001254248046875,0.09608047955380965,0.408,-0.486,0.09608866576997063,0.8939999999999999,4.246078314550882,0.1564794915640455,0.07508050525131878,1.257551539635737,5.339662321877378,-0.0008227050781250001,0.10640111111905765,0.693,-0.703,0.10640429169453469,1.396,6.512895194015891,1.2867130291679612,0.047015554911379216,1.2929223739280007,8.420667915391292,-0.00293505859375,0.05516899004242559,0.266,-0.232,0.0552470092516328,0.498,4.8147402656396014,0.16426128812714236,-0.02035108188516252,1.262380200017226,6.078032779569112
23,2004.02.12.14.12.39,False,0.09340814517457596,-0.001801708984375,0.07946629829958578,0.344,-0.342,0.07948672040475141,0.6859999999999999,4.327766930731702,0.41497244255405574,0.01970775386945568,1.271530240278966,5.502886525304644,-0.001448779296875,0.09432366160279361,0.417,-0.347,0.0943347873247689,0.764,4.4204265661233,0.13348614812498472,0.10428977682535866,1.259377125085486,5.566984100495868,-0.0012916503906249999,0.10652067291567878,0.972,-0.618,0.10652850378720535,1.5899999999999999,9.124318519873386,1.9633041034020007,0.17946942737860105,1.3021404422996259,11.8811441531506,-0.0027037109375,0.054686116106583145,0.269,-0.293,0.05475291177331348,0.562,4.912980721714062,0.22840644374572117,-0.01973336739390466,1.2607112632722017,6.193850132104109
24,2004.02.12.14.22.39,False,0.1527178007078005,-0.002245849609375,0.07972131548057863,0.366,-0.393,0.07975294340914242,0.759,4.589172315840118,0.5200740317916859,-0.03851889509533165,1.2739281936679043,5.846275998748955,-0.0014227539062500003,0.0962614587833755,0.422,-0.466,0.09627197243113517,0.888,4.38341491654659,0.18719392868634843,0.13866436137792754,1.258272437148376,5.515530170075624,-0.0013483886718750001,0.10518184895666496,0.669,-0.684,0.10519049149972219,1.3530000000000002,6.359890427945827,1.254478936980436,0.0005211760099324044,1.2964340207450447,8.24517831899973,-0.0030903320312499994,0.056563254002977764,0.222,-0.264,0.05664761120708225,0.486,3.918964900187087,0.08158737502343749,0.007221887679663443,1.2576785656438567,4.928798154475916
25,2004.02.12.14.32.39,False,0.05723510517265129,-0.001977001953125,0.07935676530457542,0.413,-0.437,0.07938138784581765,0.85,5.202730907176494,0.4846810415588352,-0.036549177114067806,1.2711717774114197,6.613564694668872,-0.0013240234375000001,0.09673244798508385,0.667,-0.4,0.09674150883281694,1.0670000000000002,6.894661950669704,0.37113042322809786,0.17122722148264474,1.2621539104291073,8.702124542124542,-0.00237470703125,0.1079761942301264,0.847,-0.681,0.10800230439164828,1.528,7.84242525908084,1.3875381371192281,0.07318514799019268,1.2923072213632765,10.134822795311935,-0.002956982421875,0.05602606775982585,0.22,-0.217,0.056104046321739355,0.437,3.921285797077238,0.13583281823784965,-0.04505706061630915,1.2602907620894324,4.94196026556894
26,2004.02.12.14.42.39,False,0.12245185699994543,-0.0021740722656249994,0.07756141544378374,0.405,-0.308,0.07759187944533484,0.7130000000000001,5.219618378819285,0.3099755507638151,0.026619772366221244,1.2651793341633069,6.603753305101141,-0.0015088867187500001,0.09473912948407975,0.603,-0.381,0.09475114455525722,0.984,6.36403921905493,0.2615943824726452,0.14411041291308674,1.260859709539287,8.02416064123423,-0.0019612792968750005,0.10657505293881057,0.566,-0.688,0.10659309792566603,1.254,5.309912283389182,1.0225364674782753,-0.004534687198446351,1.2909197620181154,6.85467070120983,-0.0032119140625,0.05540676214731253,0.242,-0.259,0.05549978093284468,0.501,4.360377571450643,0.12719390010867793,-0.03415577673177219,1.2572622863015774,5.482138274620155
27,2004.02.12.14.52.39,False,0.16518295756543594,-0.0015153320312499999,0.07772622576182905,0.344,-0.388,0.07774099563514575,0.732,4.424949760284287,0.36804211992333746,0.001337028961636272,1.2651298797972983,5.598136158337543,-0.001513525390625,0.09623453463755909,0.442,-0.42,0.09624643586136385,0.862,4.592377848013713,0.1566551621494887,0.09836722820950812,1.2554013531735098,5.7652773646804665,-0.002003857421875,0.10560961350007832,0.608,-0.713,0.10562862258026053,1.321,5.756015605883899,1.612231805636073,-0.0599626600938713,1.3060923268160176,7.517887815878211,-0.0030764160156250006,0.055132317492346816,0.227,-0.237,0.05521808370070556,0.46399999999999997,4.110972072670814,0.09495604516366107,-0.0038057513490740405,1.2587909883850839,5.174854598580771
28,2004.02.12.15.02.39,False,0.14561265904112125,-0.0022492187500000003,0.0774813044446991,0.369,-0.4,0.07751394405806931,0.769,4.760433809477749,0.4042083382464927,-0.0326706483190684,1.2647473464437449,6.02074602845807,-0.002118603515625,0.09511310929708483,0.444,-0.439,0.09513670186114098,0.883,4.666968596914897,0.17382200225163524,0.08985451686853897,1.2590619677248462,5.876002664941735,-0.0023671386718750005,0.10742906873283874,0.889,-0.981,0.10745514484796377,1.87,8.273219502498732,2.3155987865544674,-0.03781625763627373,1.307643344038605,10.818420416212847,-0.003186083984375,0.0554029741320142,0.222,-0.222,0.05549451030352574,0.444,4.0003956929393,0.06474720769999287,-0.00012382233979512682,1.2561299878050662,5.0250169929872825
29,2004.02.12.15.12.39,False,0.15070509388473974,-0.0023556640625,0.07824409152481353,0.391,-0.344,0.07827954401833694,0.735,4.9949192334131185,0.34199171275367135,0.03369687604185461,1.2645351844513213,6.31625111414351,-0.0013390625000000002,0.0946740217175947,0.403,-0.522,0.0946834910454959,0.925,4.256285816567077,0.2331517446347866,0.10687984227268392,1.2598562958525086,5.362308482949767,-0.001291650390625,0.10654673201069578,0.728,-0.535,0.10655456096709622,1.263,6.832180559824225,1.2023290082948819,0.13292418156615796,1.2913587252836334,8.822795978642233,-0.0030205566406250003,0.05508112196884157,0.242,-0.276,0.05516388093459003,0.518,4.386928473849562,0.12458150930044853,-0.0251609386296664,1.2581967838234531,5.519619296661048
30,2004.02.12.15.22.39,False,0.1334888645707239,-0.0024445312499999997,0.07882328465921586,0.383,-0.488,0.07886118143611597,0.871,4.856635330910702,0.5350200636292435,-0.006817488878259782,1.2742204712983922,6.188424160277458,-0.0015290527343750002,0.09586485510864304,0.474,-0.474,0.09587704859488336,0.948,4.9438317819192426,0.2907499147594046,0.08901339446966802,1.2635119151322647,6.246590362864539,-0.0017863281249999997,0.10489343899190542,0.776,-0.723,0.10490864841241045,1.499,7.396911615422176,2.017434683384363,-0.013130640994625945,1.307032707608346,9.66800541664487,-0.00291376953125,0.05517047166023243,0.283,-0.266,0.05524736189261664,0.5489999999999999,5.1224165336629515,0.23456109917488366,-0.038156660080357806,1.2632197963166112,6.4707379703025545
31,2004.02.12.15.32.39,False,0.15764618420087873,-0.0022748046874999997,0.0785494350087652,0.403,-0.4,0.07858236746600665,0.803,5.128376924687727,0.48904471033501595,-0.002622713624016512,1.2730822178569126,6.528845469287663,-0.002049658203125,0.0949000225611656,0.452,-0.452,0.09492215432057668,0.904,4.761796687351606,0.165506889421823,0.11999815531904404,1.254806832277494,5.975135017205132,-0.0014609863281249999,0.10486322304910291,0.635,-0.64,0.10487340000828081,1.275,6.054919550141984,0.9570967413089555,0.013844924540234683,1.289053782115709,7.805116946516872,-0.0034757812499999997,0.05432378514244151,0.222,-0.225,0.054434866469019655,0.447,4.078268477545475,0.07349511847943857,-0.03965269856902206,1.257726426400268,5.129346038164131
32,2004.02.12.15.42.39,False,0.160557914083791,-0.001818603515625,0.08021030375043676,0.396,-0.378,0.08023091764702917,0.774,4.935753093865595,0.4867117699711172,0.023062207577248677,1.2693166958113966,6.265033808446356,-0.00179560546875,0.09487624042041871,0.427,-0.466,0.09489323050308963,0.893,4.4997941131964865,0.165736117975269,0.1364709642541114,1.2566136716760652,5.654502802370181,-0.0016982421875,0.1048905147047868,0.637,-0.679,0.10490426159867149,1.316,6.072203266984027,1.1352691918982902,-0.02227897000438898,1.289537600546436,7.830334430936812,-0.0029370117187500003,0.05673315964733654,0.234,-0.239,0.056809131672700734,0.473,4.119056093801328,0.14350027256484577,-0.0015947123342304741,1.2598578598049017,5.1894251947528796
33,2004.02.12.15.52.39,False,0.15325352283921256,-0.0018798339843749997,0.07739824509206791,0.388,-0.344,0.07742107025313345,0.732,5.011555623442141,0.5086729705515918,-0.018266270678337724,1.275652309355476,6.393002504507389,-0.00199599609375,0.09547086323143954,0.466,-0.449,0.09549172595865309,0.915,4.880003951355672,0.20123385151208106,0.1232956067583536,1.2545855562568657,6.122382471847258,-0.0018504394531250004,0.1042352561179323,0.684,-0.667,0.1042516798144789,1.351,6.561045358858604,1.434412997331692,-0.024623805635528438,1.3020024542656492,8.54249715978215,-0.003500048828125,0.05528098325258529,0.264,-0.31,0.0553916731212542,0.5740000000000001,4.766059321264684,0.17591257833775753,-0.06109235325010506,1.2580486481259776,5.9959344860052495
34,2004.02.12.16.02.39,False,0.15515736156138893,-0.0019884765625,0.07899110019602928,0.376,-0.364,0.07901612461528817,0.74,4.758522413376508,0.40449241574751493,0.02973078517796004,1.2688576026542324,6.037887341613349,-0.00178076171875,0.09624420884062213,0.459,-0.476,0.09626068173276278,0.935,4.76830198724613,0.22956064923478525,0.12419032129534124,1.259285344091292,6.004652808740434,-0.0025443359374999995,0.10669887437146255,0.745,-0.876,0.10672920611294735,1.621,6.9802824094053095,1.7143269486039925,0.028506487609761166,1.3014966347515822,9.084814065456676,-0.003243896484375,0.05588777413449237,0.251,-0.291,0.055981837787887734,0.542,4.483597000709872,0.1527706475195334,-0.015166574970163618,1.2574158918004126,5.637746121121259
