reading,bearing1_score,bearing1_anomaly,bearing2_score,bearing2_anomaly,bearing3_score,bearing3_anomaly,bearing4_score,bearing4_anomaly,machine_score,machine_anomaly
39,0.1910313068203519,False,0.17109460318361686,False,0.19506662147030396,False,0.17490231523855038,False,0.17109460318361686,False
40,0.08428667934811829,False,0.21584480820874913,False,0.1508918642149985,False,0.24488993459591002,False,0.08428667934811829,False
41,0.14558056142165188,False,0.16321582726796152,False,0.14999140782153125,False,0.2538514762543574,False,0.14558056142165188,False
42,0.21748916756343656,False,0.19739003887579765,False,0.24182183926503925,False,0.28524819973782106,False,0.19739003887579765,False
43,0.16831704703754596,False,0.25199041700074076,False,0.2369439728205361,False,0.2724698325704011,False,0.16831704703754596,False
44,0.2080148920008532,False,0.25025862956612804,False,0.18319971442075178,False,0.27994007432799306,False,0.18319971442075178,False
45,0.13567476279731755,False,0.09946321125680124,False,0.0781823178524339,False,0.27259923567958855,False,0.0781823178524339,False
46,0.20420970524436693,False,0.23988862049419485,False,0.2234555419606526,False,0.2818842988524103,False,0.20420970524436693,False
47,0.11634578514907423,False,0.16629375942679026,False,0.20553488930632613,False,0.17686822981895728,False,0.11634578514907423,False
48,0.23952994866444216,False,0.2505587025022725,False,0.1707737965674132,False,0.23339559647262292,False,0.1707737965674132,False
49,0.17006914062750506,False,0.23650912393689116,False,0.234611743686374,False,0.2598145843494883,False,0.17006914062750506,False
50,0.21193837462295123,False,0.16156363615452063,False,0.254295090161186,False,0.2694502889615684,False,0.16156363615452063,False
51,0.17395842678513207,False,0.22864707030557396,False,0.22483559793642244,False,0.26657547040887036,False,0.17395842678513207,False
52,0.2003287369536727,False,0.1757043365773212,False,0.17941749585709588,False,0.26661491794478676,False,0.1757043365773212,False
53,0.0038168891913485936,False,0.25098062575589775,False,0.2027011214840928,False,0.2984214458760152,False,0.0038168891913485936,False
54,0.20549586842353057,False,0.038478547211731495,False,0.2050450447676776,False,0.17517732949972953,False,0.038478547211731495,False
55,0.23136012129104488,False,0.16466789257145958,False,0.21765102117337082,False,0.2571131428522585,False,0.16466789257145958,False
56,0.15011114488830213,False,0.1326061126513708,False,0.13008608708128455,False,0.2071296279399007,False,0.13008608708128455,False
57,0.19947435897885774,False,0.25448806093091014,False,0.20771845528755195,False,0.30186890468462385,False,0.19947435897885774,False
58,0.2153841991964634,False,0.16861049389230054,False,0.21366382460330147,False,0.21943294358985094,False,0.16861049389230054,False
59,0.162564963555555,False,0.19676579132090938,False,0.2579126710654072,False,0.18243921867335083,False,0.162564963555555,False
60,0.21802817651945067,False,0.16020398370357575,False,0.2096682772696653,False,0.24270857697624693,False,0.16020398370357575,False
61,0.20851569744174014,False,0.20387674065875527,False,0.03869167314909072,False,0.2567917482357531,False,0.03869167314909072,False
62,0.1853060606976749,False,0.20088663939339563,False,0.2217153631388542,False,0.25995927510891087,False,0.1853060606976749,False
63,0.18291732742566907,False,0.2642887417555621,False,0.13346968410593035,False,0.23436805279559592,False,0.13346968410593035,False
64,0.240500254412697,False,0.2058268627587222,False,0.24122082946852658,False,0.2113669159979143,False,0.2058268627587222,False
65,0.2298043027263006,False,0.21524168557283968,False,0.1006498904910812,False,0.25255664681023565,False,0.1006498904910812,False
66,0.22756667083841436,False,0.2581722865638902,False,0.20513969131667076,False,0.24604877974735562,False,0.20513969131667076,False
67,0.17401070827169224,False,0.20827160361763786,False,0.22263928917788095,False,0.22031939058565692,False,0.17401070827169224,False
68,0.16898719410752544,False,0.2258569249752046,False,0.20705650037900242,False,0.050025012234124255,False,0.050025012234124255,False
69,0.2410607899924498,False,0.22151250232822067,False,0.2427310613352075,False,0.2246259123987222,False,0.22151250232822067,False
70,0.19504855101869234,False,0.22233690681214158,False,0.09642460636254502,False,0.2026653440702494,False,0.09642460636254502,False
71,0.0575308952712319,False,0.19360977175189442,False,0.22804492041939634,False,0.269917800782325,False,0.0575308952712319,False
72,0.22662660992036654,False,0.19248890788738093,False,0.20721365780320933,False,0.2488513644387278,False,0.19248890788738093,False
73,0.2141660852541465,False,0.10033477071836572,False,0.17747717051135053,False,0.1488173517771907,False,0.10033477071836572,False
74,0.1463645385948787,False,0.1061444213976086,False,0.21313462022178997,False,0.2778030999904108,False,0.1061444213976086,False
75,0.1463660427103144,False,0.11984002997988241,False,0.15821481674234883,False,0.24506566415601455,False,0.11984002997988241,False
76,0.22480789059805145,False,0.17592806673586336,False,0.24554585829742787,False,0.24418351700410773,False,0.17592806673586336,False
77,0.1711196444771737,False,0.15203674313413928,False,0.17466270923775817,False,0.26221223041721287,False,0.15203674313413928,False
78,0.21045467911392246,False,0.23447114512792722,False,0.24824335839942852,False,0.2646214675857862,False,0.21045467911392246,False
79,0.15569565907554722,False,0.24907481656973368,False,0.21657007618538027,False,0.2530067753841523,False,0.15569565907554722,False
80,0.19425948985204916,False,0.19774898188592366,False,0.20390112576659036,False,-0.02030828779035243,True,-0.02030828779035243,True
81,0.2022467204485328,False,0.24489425102676277,False,0.14094977304087508,False,0.22882010781578965,False,0.14094977304087508,False
82,0.137045121733245,False,0.25317581454687976,False,0.21309862384878264,False,0.23799786138530193,False,0.137045121733245,False
83,0.14345228039610797,False,0.2459500270097606,False,0.23844837203201485,False,0.24994259509217287,False,0.14345228039610797,False
84,0.19862415360294716,False,0.11679217115122742,False,0.1933656000671884,False,0.28089985149296387,False,0.11679217115122742,False
85,0.21381561041408897,False,0.2170149498654516,False,0.22467318340929027,False,0.21327906072673025,False,0.21327906072673025,False
86,0.1671631837487379,False,0.2451922375905441,False,0.23757781912415332,False,0.171764571866581,False,0.1671631837487379,False
87,0.13603668290299714,False,-0.08382337235622561,True,0.16059837180212516,False,0.2408788224591455,False,-0.08382337235622561,True
88,0.16099607000518418,False,0.21343659085640349,False,0.25371662116011207,False,0.26606534633516293,False,0.16099607000518418,False
89,0.1400474901996867,False,0.15929575062231355,False,0.1437599756795785,False,0.2387512374787667,False,0.1400474901996867,False
90,0.22534190891397587,False,0.25113479237132463,False,0.2301257222200247,False,0.2661591657929437,False,0.22534190891397587,False
91,0.1686241418262756,False,0.23141555929071705,False,0.2325787845657174,False,0.21860086984775146,False,0.1686241418262756,False
92,0.19744035553719375,False,0.056162848708901536,False,5.763595260876997e-05,False,0.2720392978020499,False,5.763595260876997e-05,False
93,0.21832799139113895,False,0.23928907303525332,False,0.1567427502870996,False,0.13472240421333637,False,0.13472240421333637,False
94,0.12635663658137852,False,0.2611268047726056,False,0.22623543777798283,False,0.2719440592822227,False,0.12635663658137852,False
95,0.21903033379954195,False,0.1590252424718161,False,0.19636739384594537,False,0.2787639991901597,False,0.1590252424718161,False
96,0.19410952652726998,False,0.24817662057457285,False,0.21980237150290471,False,0.22507739290070788,False,0.19410952652726998,False
97,0.2104090533533633,False,0.22571481212540784,False,0.2344163945058862,False,0.2663456645173095,False,0.2104090533533633,False
98,0.17529039759751608,False,0.2075841306085871,False,0.24917061128341284,False,0.12988364001008246,False,0.12988364001008246,False
99,0.2412378641555472,False,0.2554877936517452,False,0.1699354809979664,False,0.1874114212040433,False,0.1699354809979664,False
100,0.20706349256270412,False,0.1921036916829632,False,0.13571382026398243,False,0.2678034917507659,False,0.13571382026398243,False
101,0.20429566291093765,False,0.21822352920587768,False,0.24456556028848575,False,0.27034142796094346,False,0.20429566291093765,False
102,0.17305825163396393,False,0.11939705468667505,False,0.24142889436669346,False,0.26249484152561253,False,0.11939705468667505,False
103,0.12038872157565639,False,0.21867269177352422,False,0.1784073298922872,False,0.24274392947795287,False,0.12038872157565639,False
104,0.1833016364825939,False,0.1720072118367476,False,0.23221147586840662,False,0.2942395635580016,False,0.1720072118367476,False
105,0.2030930256325887,False,0.2434480240426911,False,0.24341501867284232,False,0.26287706843462094,False,0.2030930256325887,False
106,0.22097031888035906,False,0.19707580081412762,False,0.22740855333742327,False,0.2695448001315885,False,0.19707580081412762,False
107,0.21278173263569417,False,0.2366822896061715,False,0.18770725378709446,False,0.24892248054358812,False,0.18770725378709446,False
108,0.21326562848934955,False,0.20095026223173884,False,0.23618522131431346,False,0.2678278945205474,False,0.20095026223173884,False
109,0.19671630238258064,False,0.2069834711478128,False,0.18205129126013803,False,0.26519283856531906,False,0.18205129126013803,False
110,0.22657691843511096,False,0.18471364411001517,False,0.25001647716724634,False,0.16170281348736992,False,0.16170281348736992,False
111,0.20034402730734807,False,0.23798220855409546,False,0.1699177958344405,False,0.27078614938308465,False,0.1699177958344405,False
112,0.20452914318989518,False,0.13798934499476329,False,0.19650152723142705,False,0.21847949220209267,False,0.13798934499476329,False
113,0.20707717270868736,False,0.20769147439589097,False,0.17287474091818206,False,0.23434886794882248,False,0.17287474091818206,False
114,0.217695603407971,False,0.17326695023162692,False,0.20041672111684017,False,0.2765371543482524,False,0.17326695023162692,False
115,0.22349702868687443,False,0.2420768963151133,False,0.20625829486287062,False,0.25406301489975686,False,0.20625829486287062,False
116,0.1893212722459558,False,0.16406244781318247,False,0.2375503305421255,False,0.2723933865856392,False,0.16406244781318247,False
117,0.09275985287352562,False,0.19792877982187024,False,0.16834214085325017,False,0.27315465142654305,False,0.09275985287352562,False
118,0.23230863550928216,False,0.247604189695741,False,0.2586178303326884,False,0.259954172305217,False,0.23230863550928216,False
119,0.24320001895165294,False,0.2174140592891834,False,0.2298351444361597,False,0.24781727939347115,False,0.2174140592891834,False
120,0.1638716558508373,False,0.20764596798815893,False,0.19827028113176182,False,0.2698768868728994,False,0.1638716558508373,False
121,0.1985436860873332,False,0.1193065096568483,False,0.2024183896602591,False,0.288431792860285,False,0.1193065096568483,False
122,0.2007732629261193,False,0.2522276411006648,False,0.24961488095977163,False,0.18186512504228136,False,0.18186512504228136,False
123,0.191635905825271,False,0.2144585847975718,False,0.22871079917183784,False,0.2880433257139775,False,0.191635905825271,False
124,0.18713697743449254,False,0.21014507743115368,False,0.24868087445069403,False,0.2819020028620763,False,0.18713697743449254,False
125,0.21290592935912817,False,0.21045527042194723,False,0.1265368735355945,False,0.22340083277361888,False,0.1265368735355945,False
126,0.18938265581605762,False,0.1565073950603092,False,0.19141304209016702,False,0.2397340396615627,False,0.1565073950603092,False
127,0.20757856936213093,False,0.2619234883605899,False,0.1635154352710117,False,0.18366738824685847,False,0.1635154352710117,False
128,0.22144578996353848,False,0.26259415126936353,False,0.17623627078003917,False,0.22998661019058492,False,0.17623627078003917,False
129,0.15592264737163064,False,0.23469159293979996,False,-0.0010950830995658523,True,0.2621372700211578,False,-0.0010950830995658523,True
130,0.14428074502187266,False,0.155715494282667,False,0.11237921296560494,False,0.2812720625358763,False,0.11237921296560494,False
131,0.114603108269141,False,0.1650917174966996,False,0.2270296481671505,False,0.24956911756714523,False,0.114603108269141,False
132,0.12743613108562074,False,0.2359881778575172,False,0.21136855253464049,False,0.2940324299472624,False,0.12743613108562074,False
133,0.17661619693948916,False,0.17858711918035974,False,0.21517895321128688,False,0.269295683216641,False,0.17661619693948916,False
134,0.23268110994093982,False,0.19943813154248546,False,0.23557243448097176,False,0.27953562494774553,False,0.19943813154248546,False
135,0.1677737375736557,False,0.13462075222943115,False,0.1920284063489614,False,0.26858770546944066,False,0.13462075222943115,False
136,0.19736268346636837,False,0.21401593588391354,False,0.18655965841481353,False,0.22711412822295113,False,0.18655965841481353,False
137,0.2341055545769617,False,0.2158384485715451,False,0.2336439338504555,False,0.2925097450424871,False,0.2158384485715451,False
138,0.21693401308057925,False,0.1205157177782884,False,0.19171425565891465,False,0.2740397455282832,False,0.1205157177782884,False
139,0.2115956824921129,False,0.2035310856735928,False,0.2050501789394873,False,0.2662840357660412,False,0.2035310856735928,False
140,0.12666910779346013,False,0.2083159461251971,False,0.20027057231912054,False,0.13792629950313573,False,0.12666910779346013,False
141,0.20155790473021595,False,0.20795200540974745,False,0.2145001974373269,False,0.2928040427067915,False,0.20155790473021595,False
142,0.21644013743815088,False,0.26056858552025597,False,0.24790875546098728,False,0.2731216335099071,False,0.21644013743815088,False
143,0.03489581903385641,False,0.18170390879518356,False,0.21069841975988907,False,0.21175497024043533,False,0.03489581903385641,False
144,0.17750364569945376,False,0.14125010428006124,False,0.14360830758108667,False,0.23857935904634903,False,0.14125010428006124,False
145,0.1530424079025327,False,0.2302920003407659,False,0.16833808897041724,False,0.19344314147442443,False,0.1530424079025327,False
146,0.19372872805274938,False,0.18782631548135342,False,0.07826942562167827,False,0.2626077252139981,False,0.07826942562167827,False
147,0.18749960487066653,False,0.20746860287248098,False,0.22945029062802952,False,0.2515420445180604,False,0.18749960487066653,False
148,0.1022896892585815,False,0.22256790220849054,False,0.2421036797134169,False,0.23121747798445463,False,0.1022896892585815,False
149,0.14336053644713043,False,0.08796153426608588,False,0.1868856414398838,False,0.19253547277126126,False,0.08796153426608588,False
150,0.227872239651009,False,0.2203594386519349,False,0.24838218051517552,False,0.1689895769680051,False,0.1689895769680051,False
151,0.14506367645081097,False,0.21954482598901176,False,0.21422549064073604,False,0.2573296361214754,False,0.14506367645081097,False
152,0.13019491414408046,False,0.2516220246867438,False,0.15920405341924426,False,0.2363767463323474,False,0.13019491414408046,False
153,0.18729830299519978,False,0.2442517853993708,False,0.23147738552876423,False,0.25937127441532043,False,0.18729830299519978,False
154,0.21786568080509233,False,0.2207608680098721,False,0.2178112688110871,False,0.2236097301643032,False,0.2178112688110871,False
155,0.14369701066371587,False,0.24053177402853892,False,0.21481174477912296,False,0.29296350665805204,False,0.14369701066371587,False
156,0.22932845938953877,False,0.22107838021218235,False,0.1295915924298009,False,0.27563717969597856,False,0.1295915924298009,False
157,0.12542072814182503,False,0.1056368262747468,False,0.2383470358280167,False,0.2764892588640042,False,0.1056368262747468,False
158,0.18425324497851076,False,0.23811914499868753,False,0.1671130807895388,False,0.30325779454336826,False,0.1671130807895388,False
159,0.17794285395709714,False,0.2165838297337383,False,0.21425499465080794,False,0.22580586448359496,False,0.17794285395709714,False
160,0.20139524796431507,False,0.21798174821548272,False,0.09704463405419017,False,0.26701607591096665,False,0.09704463405419017,False
161,0.19073640152809695,False,0.15953323517362966,False,0.23367811978641673,False,0.2716383471965791,False,0.15953323517362966,False
162,0.21717029147029254,False,0.16956856344961752,False,0.18325068336323025,False,0.18000282178823768,False,0.16956856344961752,False
163,0.21433446323437721,False,0.22748872045592855,False,0.16695544332303663,False,0.1867651054450648,False,0.16695544332303663,False
164,0.21121324593564456,False,0.18827246020905092,False,0.21987869268739585,False,0.2169593203486564,False,0.18827246020905092,False
165,0.14752821443242276,False,0.24666770900648927,False,0.19421956627157178,False,0.2235087798985978,False,0.14752821443242276,False
166,0.09035174055672601,False,0.22768471588928518,False,0.24004410276819083,False,0.17862944370203143,False,0.09035174055672601,False
167,0.16925832155007248,False,0.17323880200378927,False,0.20067729412102492,False,0.28967948533602417,False,0.16925832155007248,False
168,0.1933001484458211,False,0.23433110697397203,False,0.23380124179961748,False,0.2790673122374681,False,0.1933001484458211,False
169,0.21278628532953692,False,0.18107514152414406,False,0.03928508933922237,False,0.24658606624286966,False,0.03928508933922237,False
170,0.15373002693947946,False,0.23773554636301397,False,0.251355347515248,False,0.1618085462920364,False,0.15373002693947946,False
171,0.14856846569462617,False,0.1848675116794279,False,0.18355260410737412,False,0.22125412695406554,False,0.14856846569462617,False
172,0.18066937885236967,False,0.22393196855566277,False,0.2146295610881398,False,0.23030057140338933,False,0.18066937885236967,False
173,0.16021324646981744,False,0.25838256243293733,False,0.2292751725514499,False,0.18111026885317455,False,0.16021324646981744,False
174,0.11532314646595176,False,0.21561345552941613,False,0.20004100642694211,False,0.18666713151579323,False,0.11532314646595176,False
175,0.23603375070840737,False,0.25279676868640744,False,0.19357592936651757,False,0.2506123523460526,False,0.19357592936651757,False
176,0.15547713800800583,False,0.1827223846900119,False,0.18276661657604798,False,0.29073673673851747,False,0.15547713800800583,False
177,0.057446113411494304,False,0.20142916472035394,False,0.1305339653554447,False,0.2639774488418972,False,0.057446113411494304,False
178,0.18791840642760854,False,0.24471332090443532,False,0.0779683476567028,False,0.2893314240205108,False,0.0779683476567028,False
179,0.2144365821485757,False,0.25399803264062787,False,0.19825588859719284,False,0.28614008417053477,False,0.19825588859719284,False
180,0.2340175626235575,False,0.23779448217114318,False,0.0876983159029544,False,0.2725697955641376,False,0.0876983159029544,False
181,0.058868483954265804,False,0.17805454882470417,False,0.19697916542594607,False,0.21300932931102357,False,0.058868483954265804,False
182,0.20654100351926719,False,0.21128191584418066,False,0.131366304396975,False,0.21766512080883027,False,0.131366304396975,False
183,0.11237439098841062,False,0.22241431345591278,False,0.20287866302021745,False,0.2560013287403208,False,0.11237439098841062,False
184,0.12153777974423086,False,0.11816481573817472,False,0.23265742395805178,False,0.2121003712190252,False,0.11816481573817472,False
185,0.21609678534133991,False,0.14843525737180335,False,0.22411016561683889,False,0.2711889393260331,False,0.14843525737180335,False
186,0.2284002047460057,False,0.16172283864416914,False,0.22311437058750422,False,0.29721285595935754,False,0.16172283864416914,False
187,0.2226554407254091,False,0.2504870647639274,False,0.21971891304744584,False,0.24690810202488134,False,0.21971891304744584,False
188,0.1423134225382875,False,0.16521907010834447,False,0.23853397222368472,False,0.009149537255287887,False,0.009149537255287887,False
189,0.1947964372485227,False,0.23800854154908624,False,0.17596803721735882,False,0.2717225713768004,False,0.17596803721735882,False
190,0.2049583262279231,False,0.21016037604743643,False,0.22259437268157573,False,0.17268221971539244,False,0.17268221971539244,False
191,0.15958629358198512,False,0.2550403499158938,False,0.19508318598126173,False,0.11524300839285562,False,0.11524300839285562,False
192,0.12484892515007862,False,0.1769727954288221,False,0.21515448256243835,False,0.0972548878585775,False,0.0972548878585775,False
193,0.19541792220426835,False,0.19267592595759458,False,0.20015867081155925,False,0.27052057876970803,False,0.19267592595759458,False
194,0.2212729460291531,False,0.22640911995730434,False,0.1333344257060548,False,0.23838464318246444,False,0.1333344257060548,False
195,0.23275986378101687,False,0.19512718801141388,False,0.251871562574339,False,0.26890983615192476,False,0.19512718801141388,False
196,0.22061174910836473,False,0.22735577190089923,False,0.2088292948153858,False,0.19942393335512248,False,0.19942393335512248,False
197,0.21965417795711867,False,0.16162034570867645,False,0.23335546981730176,False,0.043457193743689504,False,0.043457193743689504,False
198,0.14741052478403555,False,0.15336504313367433,False,0.22022362288246222,False,0.21310242094867565,False,0.14741052478403555,False
199,0.16868066775446394,False,0.21423352332351064,False,0.15055757925302338,False,0.27061822081369247,False,0.15055757925302338,False
200,0.20905422056967543,False,0.18355330099350442,False,0.195697185444433,False,0.24731089264868716,False,0.18355330099350442,False
201,0.19859345943022533,False,0.2106232671245314,False,0.1551533262518125,False,0.27359386088195586,False,0.1551533262518125,False
202,0.19547990447890307,False,0.15647645967728163,False,0.17689611706255443,False,0.29314001933859235,False,0.15647645967728163,False
203,0.20460775513667961,False,0.23008521116560432,False,0.18258735551717376,False,0.2526535559885435,False,0.18258735551717376,False
204,0.17591691748894883,False,0.17699275162504968,False,0.21123937102937623,False,0.2282125483187727,False,0.17591691748894883,False
205,0.12657516776807787,False,0.13361185074204923,False,0.21421387622924992,False,0.24276858943677487,False,0.12657516776807787,False
206,0.09727729003116403,False,0.20051274994651452,False,0.18172042093918872,False,0.28128667093167176,False,0.09727729003116403,False
207,0.20107885986782797,False,0.22395276606523612,False,0.1405713935527687,False,0.29928505998274746,False,0.1405713935527687,False
208,0.22602239059897122,False,0.2498402637718099,False,0.09946728520195636,False,0.2356708093988999,False,0.09946728520195636,False
209,0.22995574454841955,False,0.16149976651413162,False,0.17185480192647756,False,0.26428735748163634,False,0.16149976651413162,False
210,0.12191043211633629,False,0.10587402400632617,False,0.1422703155668429,False,0.10792138632254289,False,0.10587402400632617,False
211,0.19088145569331877,False,0.12520737879442512,False,0.17545726301806863,False,0.24811004232869077,False,0.12520737879442512,False
212,0.19579682711016744,False,0.2279640105068127,False,0.2347095858354249,False,0.2557413163455651,False,0.19579682711016744,False
213,0.22737469167920815,False,0.21161908042216243,False,0.1396612747369898,False,0.2571036632603502,False,0.1396612747369898,False
214,0.21635385038272903,False,0.18443305403455768,False,0.10717936224569236,False,0.17372749751722372,False,0.10717936224569236,False
215,0.20628539628285747,False,0.1262382833631509,False,0.22431874156546167,False,0.22186568835629983,False,0.1262382833631509,False
216,0.22589777717787257,False,0.11552862223530758,False,0.22942784232777935,False,0.22960913664313204,False,0.11552862223530758,False
217,0.2335488406524472,False,0.21529699861514112,False,0.20211628770348689,False,0.23941291650147162,False,0.20211628770348689,False
218,0.05493908235858391,False,0.26487106736666893,False,0.16997510033109314,False,0.21860427508298402,False,0.05493908235858391,False
219,0.19727504082573943,False,0.21577387968601935,False,0.1796779879159034,False,0.2037667908339405,False,0.1796779879159034,False
220,0.20053476886337868,False,0.17761805556432847,False,0.2210705556993296,False,0.25772218362123395,False,0.17761805556432847,False
221,0.11616243314787505,False,0.242776753078651,False,0.08430942286853993,False,0.25314811257395037,False,0.08430942286853993,False
222,0.2134995887397439,False,0.21435175582474353,False,0.1916054531101219,False,0.22159611947325858,False,0.1916054531101219,False
223,0.12976110313180045,False,0.22075388751205666,False,0.13045311844723684,False,0.17733877318712787,False,0.12976110313180045,False
224,0.21266085462902795,False,0.16114287730040466,False,0.21207349036594303,False,0.16941422409526624,False,0.16114287730040466,False
225,0.2202882707163093,False,0.08682935641804113,False,0.2170414515760678,False,0.22134847190685097,False,0.08682935641804113,False
226,0.22622311564999398,False,0.19071623975495827,False,0.1981749569934531,False,0.24961602961819573,False,0.19071623975495827,False
227,0.21830038703180743,False,0.19372082133615892,False,0.1534276099128386,False,0.25101804759306634,False,0.1534276099128386,False
228,0.18772646566781853,False,0.23308263055237788,False,0.1539506322066707,False,0.25605735764842974,False,0.1539506322066707,False
229,0.1995720858812432,False,0.25345773375315545,False,0.22239629206116845,False,0.26082571595106196,False,0.1995720858812432,False
230,0.2288563907114462,False,0.20637135599527306,False,0.21507234811569076,False,0.2554990726304171,False,0.20637135599527306,False
231,0.20272196849801172,False,0.21902077290891336,False,0.11014443903406979,False,0.18558520258971173,False,0.11014443903406979,False
232,0.21287064728369126,False,0.23379551682373695,False,0.2144795814097173,False,0.2086675997414591,False,0.2086675997414591,False
233,0.17262891778565442,False,0.11632935040904946,False,0.13236074149660498,False,0.23513184011916066,False,0.11632935040904946,False
234,0.2278322637722554,False,0.11234346986341182,False,0.10751381892788137,False,0.08418752229572779,False,0.08418752229572779,False
235,0.18644502085773162,False,0.2142752265603846,False,0.11971397962300023,False,0.2042105772197454,False,0.11971397962300023,False
236,0.2060320861587962,False,0.1547158033607332,False,0.1422853197092715,False,0.2637234988551948,False,0.1422853197092715,False
237,0.13040495031007093,False,0.18859389380413782,False,0.14366467809319305,False,0.19875464808230192,False,0.13040495031007093,False
238,0.10641500764640344,False,0.18615034589612234,False,0.15830505632332292,False,0.24831400655490315,False,0.10641500764640344,False
239,0.06518782644756071,False,0.24167842764822067,False,0.1666947371462924,False,0.2350381023690497,False,0.06518782644756071,False
240,0.21397709653592512,False,0.18353884492898093,False,0.16253878994576587,False,0.2475118566187431,False,0.16253878994576587,False
241,0.1868974283200709,False,0.20313710623688908,False,0.17954631565169593,False,0.1897484880466928,False,0.17954631565169593,False
242,0.21718755693428754,False,0.09258486241955988,False,0.16998181663974365,False,0.2528385297675739,False,0.09258486241955988,False
